100
10
3
26
30

2	10
18	44
49	8
24	29
18	24
14	12
4	39
32	30
7	29
40	48

12	38
32	17
29	12
25	20
2	30
31	46
5	13
13	36
38	6
29	11
38	47
9	47
11	18
17	31
19	6
12	7
5	14
40	36
9	45
24	43
48	45
50	13
8	43
42	23
43	14
43	6
49	4
35	41
31	42
19	24
26	29
43	47
37	36
30	3
8	34
18	40
40	10
4	27
24	26
41	17
36	22
6	6
39	40
18	29
20	3
27	3
8	26
13	37
9	6
3	28
5	50
5	28
40	5
16	28
46	41
36	46
50	47
29	41
31	2
30	11
44	17
1	3
25	26
49	11
34	6
30	12
15	17
30	40
16	35
31	42
4	17
3	50
25	33
43	30
30	38
37	49
26	30
21	47
22	8
22	17
29	43
3	42
33	8
31	20
44	32
14	39
6	35
9	34
7	1
49	32
22	1
50	21
45	11
36	45
25	4
50	18
21	50
32	49
38	1
43	28

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

14
19
16
18
16
14
18
12
14
20
19
20
19
18
19
18
20
20
19
15
19
18
12
19
20
19
11
16
20
17
15
19
19
11
20
12
14
19
12
20
12
20
15
16
13
15
18
19
12
19
18
20
13
17
17
11
16
16
17
16
18
16
18
19
18
17
16
13
16
15
11
15
13
16
18
15
11
14
12
16
17
17
12
14
14
15
19
16
19
12
16
11
11
14
17
15
17
20
15
12

0
0
0
0
0
0
0
0
0
0

0

0	4.16991	6.7325	2.16651	6.69487	3.9633	4.87344	5.38007	3.72666	5.69273	4.36265	3.44111	4.22467	6.03913	3.27088	7.04227	0.464936	5.13765	7.01329	6.9683	4.53328	9.33701	2.41861	3.29607	3.52897	5.6929	1.24524	4.39605	6.89946	3.61172	5.90736	7.07792	6.27967	4.11415	3.41905	5.66301	9.22483	8.70582	3.20708	4.80098	2.37044	6.61031	5.56202	5.41858	6.21506	5.94856	3.74121	3.14338	4.3059	4.71818	4.92449	2.74747	4.72883	3.73323	4.18701	4.46581	1.72834	3.84676	3.44571	3.31156	7.20601	3.91083	4.63786	3.96782	7.45607	2.98653	5.85803	2.94055	4.46747	3.4238	4.0716	1.47	4.97281	6.50717	6.97585	4.08689	2.71847	3.44631	4.69153	3.15663	3.32251	6.93264	2.13656	6.97941	3.85124	7.02498	1.97875	3.368	4.48722	4.35425	6.51025	4.26854	4.9855	2.23258	6.95334	4.79672	4.42164	4.23035	3.86588	3.71748	4.23919	5.43655	5.44987	2.62382	5.59791	4.41906	7.06863	5.43321	6.21638	7.03995	
4.16991	0	5.4602	1.77407	1.03223	4.10326	3.59947	2.24399	3.01308	4.25857	2.18416	2.45028	3.07893	2.27006	3.94427	5.33109	7.92811	2.49472	4.62785	3.11151	2.8221	4.1332	4.92157	1.53718	2.12782	6.35804	7.63656	2.27407	4.06379	3.71209	3.31941	5.92131	3.50483	3.76911	6.20112	9.09173	5.38113	1.71386	1.4959	1.58802	1.88669	5.82998	4.60586	4.64347	2.44569	0.66189	5.91068	3.33378	4.61978	4.14952	7.12552	5.74045	2.3043	1.10002	4.30091	3.39137	4.13014	1.66069	3.4423	2.89956	3.05466	3.19594	3.11052	2.28794	5.91083	3.87233	7.95274	1.22937	1.18933	1.39247	5.37063	6.56019	2.39889	5.18248	3.60409	4.10523	5.00863	1.73513	1.1149	1.44545	2.83707	4.883	2.40359	5.41768	2.14006	4.34798	1.96183	1.65682	3.27551	2.80862	2.66271	5.20801	4.45317	5.76214	3.34273	1.4594	4.72814	3.33916	5.63263	4.45348	2.52802	4.56939	5.29261	1.1385	2.94983	5.90896	3.1424	2.03593	2.14185	5.25617	
