10
5
2
2
50

6	11
10	43
1	33
14	23
27	48

12	21
1	2
11	28
2	10
14	5
10	12
23	24
24	11
8	30
11	27

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

11
15
11
14
17
13
14
15
13
17

0
0
0
0
0

0

0	21.9293	20.6247	7.07193	20.3961	14.3402	5.25077	6.20202	3.95818	5.02727	3.09233	13.8843	10.8	10.2763	6.96202
21.9293	0	5.11238	11.3092	8.86002	8.39447	19.1522	7.36251	11.6405	16.9145	15.4225	15.885	13.9692	3.28824	5.3247
20.6247	5.11238	0	7.70857	13.2073	4.72086	15.4786	11.8388	18.7859	14.2005	11.6882	10.9341	11.9063	8.40061	10.1953
7.07193	11.3092	7.70857	0	13.0562	3.0547	13.8124	6.16	10.9064	5.91454	3.9796	10.8425	7.81025	7.43647	5.4
20.3961	8.86002	13.2073	13.0562	0	13.1307	26.7609	8.41622	24.7757	16.6212	18.4779	13.0987	22.802	9.69269	7.65622
14.3402	8.39447	4.72086	3.0547	13.1307	0	10.7577	6.23449	14.36	13.1828	7.0343	8.89337	7.18543	6.0078	5.47449
5.25077	19.1522	15.4786	13.8124	26.7609	10.7577	0	11.4528	9.20895	10.1397	8.3431	14.3118	16.0508	16.7655	16.2322
6.20202	7.36251	11.8388	6.16	8.41622	6.23449	11.4528	0	10.1602	5.3015	3.36656	6.2025	9.41641	2.79647	0.76
3.95818	11.6405	18.7859	10.9064	24.7757	14.36	9.20895	10.1602	0	8.86176	6.92682	17.7188	9.46977	8.35225	10.3887
5.02727	16.9145	14.2005	5.91454	16.6212	13.1828	10.1397	5.3015	8.86176	0	1.93494	12.7269	6.18081	13.6263	15.6627
3.09233	15.4225	11.6882	3.9796	18.4779	7.0343	8.3431	3.36656	6.92682	1.93494	0	10.792	8.11575	7.44083	4.12656
13.8843	15.885	10.9341	10.8425	13.0987	8.89337	14.3118	6.2025	17.7188	12.7269	10.792	0	13.9511	7.47897	5.4425
10.8	13.9692	11.9063	7.81025	22.802	7.18543	16.0508	9.41641	9.46977	6.18081	8.11575	13.9511	0	10.681	10.1764
10.2763	3.28824	8.40061	7.43647	9.69269	6.0078	16.7655	2.79647	8.35225	13.6263	7.44083	7.47897	10.681	0	2.03647
6.96202	5.3247	10.1953	5.4	7.65622	5.47449	16.2322	0.76	10.3887	15.6627	4.12656	5.4425	10.1764	2.03647	0
														
0	14.4029	5.83983	8.16298	22.3185	9.32952	2.88278	4.94949	3.91695	12.4522	7.05051	13.5482	15.7289	4.01204	6.89704
14.4029	0	2.82526	5.50694	11.518	9.01419	18.4721	9.64527	9.75297	18.4217	13.02	17.46	21.6557	4.65305	11.2569
5.83983	2.82526	0	8.3322	14.3433	12.9011	9.90907	2.76523	19.0071	18.6494	7.44212	21.1578	16.8784	1.82779	4.71278
8.16298	5.50694	8.3322	0	16.9068	3.50725	15.6944	7.11376	4.24603	12.96	7.87437	7.7259	10.9039	8.0512	5.75
22.3185	11.518	14.3433	16.9068	0	15.6943	35.6417	14.9204	21.1528	24.5115	19.1098	18.1481	18.3543	16.0854	13.2004
9.32952	9.01419	12.9011	3.50725	15.6943	0	12.2123	4.21393	5.64911	16.4672	9.27744	4.21865	7.64781	5.37893	2.49393
2.88278	18.4721	9.90907	15.6944	35.6417	12.2123	0	8.55319	6.79973	16.4828	9.93329	24.825	23.2228	6.89482	10.9663
4.94949	9.64527	2.76523	7.11376	14.9204	4.21393	8.55319	0	9.58736	11.8294	6.55178	6.66773	6.87388	0.937443	1.72
3.91695	9.75297	19.0071	4.24603	21.1528	5.64911	6.79973	9.58736	0	9.03005	3.62833	9.86776	19.3743	7.92899	8.14304
12.4522	18.4217	18.6494	12.96	24.5115	16.4672	16.4828	11.8294	9.03005	0	5.40171	22.6006	18.7757	11.0161	13.5494
7.05051	13.02	7.44212	7.87437	19.1098	9.27744	9.93329	6.55178	3.62833	5.40171	0	17.0049	21.2632	5.61434	8.49933
13.5482	17.46	21.1578	7.7259	18.1481	4.21865	24.825	6.66773	9.86776	22.6006	17.0049	0	5.99767	7.83272	4.94773
15.7289	21.6557	16.8784	10.9039	18.3543	7.64781	23.2228	6.87388	19.3743	18.7757	21.2632	5.99767	0	8.03888	5.15388
4.01204	4.65305	1.82779	8.0512	16.0854	5.37893	6.89482	0.937443	7.92899	11.0161	5.61434	7.83272	8.03888	0	2.65744
6.89704	11.2569	4.71278	5.75	13.2004	2.49393	10.9663	1.72	8.14304	13.5494	8.49933	4.94773	5.15388	2.65744	0
														
0	23.2331	14.5712	7.93221	29.6866	8.61104	5.97147	11.518	6.30835	14.7	6.80312	11.2827	6.3	11.1497	9.08221
23.2331	0	17.1692	23.908	31.3645	11.2397	21.2733	13.0497	22.0374	26.4272	11.8438	32.0535	24.6364	7.49718	9.15181
14.5712	17.1692	0	5.4649	24.2263	9.34078	12.6114	5.0649	11.5109	9.64377	7.76809	10.1285	17.5931	5.96953	4.3149
7.93221	23.908	5.4649	0	12.8396	0.678823	13.9037	1.9	14.2406	6.47886	13.3096	3.35049	5.20877	2.80463	1.15
29.6866	31.3645	24.2263	12.8396	0	18.841	25.3629	20.4673	33.1124	28.3545	26.8271	9.48911	23.3709	22.5836	15.3027
8.61104	11.2397	9.34078	0.678823	18.841	0	16.817	1.62635	14.2714	9.51346	8.08915	4.02932	4.52994	3.74257	1.82882
5.97147	21.2733	12.6114	13.9037	25.3629	16.817	0	17.4895	10.4003	14.8405	4.8433	22.1813	12.2715	9.18989	19.7172
11.518	13.0497	5.0649	1.9	20.4673	1.62635	17.4895	0	15.8978	6.07886	9.89913	6.56358	6.15629	2.40463	0.75
6.30835	22.0374	11.5109	14.2406	33.1124	14.2714	10.4003	15.8978	0	15.6046	5.60742	19.9808	12.6084	9.95401	15.8258
14.7	26.4272	9.64377	6.47886	28.3545	9.51346	14.8405	6.07886	15.6046	0	9.9972	11.1424	8.97967	6.98349	5.32886
6.80312	11.8438	7.76809	13.3096	26.8271	8.08915	4.8433	9.89913	5.60742	9.9972	0	17.338	9.82497	4.34658	6.00121
11.2827	32.0535	10.1285	3.35049	9.48911	4.02932	22.1813	6.56358	19.9808	11.1424	17.338	0	15.3616	7.46821	4.50049
6.3	24.6364	17.5931	5.20877	23.3709	4.52994	12.2715	6.15629	12.6084	8.97967	9.82497	15.3616	0	8.27251	10.4302
11.1497	7.49718	5.96953	2.80463	22.5836	3.74257	9.18989	2.40463	9.95401	6.98349	4.34658	7.46821	8.27251	0	1.65463
9.08221	9.15181	4.3149	1.15	15.3027	1.82882	19.7172	0.75	15.8258	5.32886	6.00121	4.50049	10.4302	1.65463	0
														
0	22.1171	10.5901	10.4719	15.6518	7.93009	16.3843	8.38811	6.22589	9.06424	6.96805	16.9375	14.9684	8.65061	7.20811
22.1171	0	8.59815	12.5277	18.0783	9.95749	24.9204	8.94547	18.1154	20.8893	10.4789	17.6726	7.68427	6.31341	7.75591
10.5901	8.59815	0	4.42833	12.9072	5.92881	23.4822	4.56195	8.67436	11.4483	6.45021	8.23159	17.7058	2.28473	3.38195
10.4719	12.5277	4.42833	0	12.728	5.00632	14.4045	3.20702	4.24603	7.02	7.04975	3.80326	13.2774	5.0925	3.65
15.6518	18.0783	12.9072	12.728	0	7.72172	20.5869	13.0957	12.3586	11.6511	9.55489	16.7291	10.394	11.3658	15.021
7.93009	9.95749	5.92881	5.00632	7.72172	0	13.3922	5.37401	7.32129	6.61376	4.51758	8.80958	12.5179	3.64408	5.08658
16.3843	24.9204	23.4822	14.4045	20.5869	13.3922	0	15.5998	10.1584	7.73817	9.83435	21.0112	19.0323	15.1974	16.7798
8.38811	8.94547	4.56195	3.20702	13.0957	5.37401	15.5998	0	7.45306	7.5468	5.45061	7.01029	13.4509	2.6225	1.18
6.22589	18.1154	8.67436	4.24603	12.3586	7.32129	10.1584	7.45306	0	4.8999	2.80371	8.0493	10.804	6.96919	7.89603
9.06424	20.8893	11.4483	7.02	11.6511	6.61376	7.73817	7.5468	4.8999	0	2.09619	10.8233	10.0965	6.26166	10.67
6.96805	10.4789	6.45021	7.04975	9.55489	4.51758	9.83435	5.45061	2.80371	2.09619	0	10.4382	8.00033	4.16548	5.60797
16.9375	17.6726	8.23159	3.80326	16.7291	8.80958	21.0112	7.01029	8.0493	10.8233	10.4382	0	17.0807	11.8327	7.45326
14.9684	7.68427	17.7058	13.2774	10.394	12.5179	19.0323	13.4509	10.804	10.0965	8.00033	17.0807	0	12.1658	16.9274
8.65061	6.31341	2.28473	5.0925	11.3658	3.64408	15.1974	2.6225	6.96919	6.26166	4.16548	11.8327	12.1658	0	1.4425
7.20811	7.75591	3.38195	3.65	15.021	5.08658	16.7798	1.18	7.89603	10.67	5.60797	7.45326	16.9274	1.4425	0
														
0	22.0581	15.5671	8.17318	16.3228	7.23038	12.9478	5.31601	5.77235	12.6754	2.59756	12.1331	6.3	6.39768	6.16601
22.0581	0	5.04685	16.0383	9.04352	5.91375	29.5839	3.84378	9.44391	35.0947	29.385	9.54743	17.169	2.76212	7.72601
15.5671	5.04685	0	10.4643	8.56613	5.43637	30.0839	3.3664	8.96653	22.0173	18.1647	9.07004	16.6916	2.28473	5.71433
8.17318	16.0383	10.4643	0	16.5691	4.21436	12.6298	2.85717	18.4072	7.56	8.42738	8.05929	19.6559	3.93883	3.70717
16.3228	9.04352	8.56613	16.5691	0	9.43304	20.396	7.36307	12.9632	24.4668	21.2513	13.0667	10.0228	6.2814	11.2453
7.23038	5.91375	5.43637	4.21436	9.43304	0	17.8082	4.2333	9.83343	11.7744	9.82794	4.90275	13.5304	3.15163	6.32607
12.9478	29.5839	30.0839	12.6298	20.396	17.8082	0	19.8329	7.17541	5.06983	15.1477	17.5233	10.3732	13.8572	22.3886
