10
5
2
2
50

6	11
10	43
1	33
14	23
27	48

12	21
1	2
11	28
2	10
14	5
10	12
23	24
24	11
8	30
11	27

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

11
15
11
14
17
13
14
15
13
17

0
0
0
0
0

0

0	8.21496	1.49502	2.06917	12.1611	1.37693	6.14832	5.1304	3.97465	3.02694	0.383367	3.6075	6.32244	7.285	2.3382
8.21496	0	6.71994	6.45719	11.0277	6.12344	6.23604	7.99032	6.68021	4.69505	6.95665	3.96043	1.39956	5.73133	5.00182
1.49502	6.71994	0	1.40355	6.82966	2.09579	9.0415	3.58284	5.46967	4.52197	1.87839	2.98888	5.54975	1.95357	3.14843
2.06917	6.45719	1.40355	0	5.42611	0.692236	9.02072	2.17929	8.36715	3.21759	3.69971	4.39243	7.31494	0.550015	1.27952
12.1611	11.0277	6.82966	5.42611	0	6.11834	9.29786	7.60539	13.2623	9.49378	12.3833	16.055	13.4509	5.12049	5.85
1.37693	6.12344	2.09579	0.692236	6.11834	0	5.64673	2.87152	5.35158	2.52535	1.7603	6.49828	5.82084	1.24225	1.12162
6.14832	6.23604	9.0415	9.02072	9.29786	5.64673	0	6.22487	4.88646	3.12138	7.92985	7.39735	4.83648	7.49467	9.82994
5.1304	7.99032	3.58284	2.17929	7.60539	2.87152	6.22487	0	8.70917	3.10349	4.74704	6.67288	6.39898	2.7293	2.9885
3.97465	6.68021	5.46967	8.36715	13.2623	5.35158	4.88646	8.70917	0	7.00159	4.35801	7.84152	5.28064	7.49119	6.76169
3.02694	4.69505	4.52197	3.21759	9.49378	2.52535	3.12138	3.10349	7.00159	0	3.41031	5.85636	3.29549	4.37329	3.64698
0.383367	6.95665	1.87839	3.69971	12.3833	1.7603	7.92985	4.74704	4.35801	3.41031	0	3.22413	5.785	2.68434	1.95483
3.6075	3.96043	2.98888	4.39243	16.055	6.49828	7.39735	6.67288	7.84152	5.85636	3.22413	0	2.56087	9.9356	5.17896
6.32244	1.39956	5.54975	7.31494	13.4509	5.82084	4.83648	6.39898	5.28064	3.29549	5.785	2.56087	0	6.29957	5.57006
7.285	5.73133	1.95357	0.550015	5.12049	1.24225	7.49467	2.7293	7.49119	4.37329	2.68434	9.9356	6.29957	0	0.729505
2.3382	5.00182	3.14843	1.27952	5.85	1.12162	9.82994	2.9885	6.76169	3.64698	1.95483	5.17896	5.57006	0.729505	0
														
0	3.89893	3.99199	10.8861	9.88058	6.93172	11.7584	5.97654	3.01315	5.44017	1.40945	4.64324	3.58287	5.41009	5.43939
3.89893	0	6.09766	4.10206	9.55272	3.03279	7.80315	2.84468	6.91208	1.54124	3.88073	6.22274	3.56945	1.51116	1.54046
3.99199	6.09766	0	7.54098	12.0896	6.66704	16.4071	7.46943	7.00514	10.1452	5.40144	10.8168	6.64479	4.5865	6.89242
10.8861	4.10206	7.54098	0	2.31457	1.06927	10.2754	0.727091	5.50327	4.01349	4.49024	1.25645	4.19423	2.95448	2.03131
9.88058	9.55272	12.0896	2.31457	0	1.97996	14.4732	1.58748	11.509	6.70531	6.15457	3.94827	6.2977	4.47041	2.8917
6.93172	3.03279	6.66704	1.06927	1.97996	0	14.1263	0.39248	8.96906	4.57403	4.95957	2.32573	4.13883	2.08054	1.6967
11.7584	7.80315	16.4071	10.2754	14.4732	14.1263	0	14.2688	14.9545	6.26191	15.1958	10.9434	8.17554	10.2338	12.9646
