100
10
3
26
40

2	10
18	44
49	8
24	29
18	24
14	12
4	39
32	30
7	29
40	48

12	38
32	17
29	12
25	20
2	30
31	46
5	13
13	36
38	6
29	11
38	47
9	47
11	18
17	31
19	6
12	7
5	14
40	36
9	45
24	43
48	45
50	13
8	43
42	23
43	14
43	6
49	4
35	41
31	42
19	24
26	29
43	47
37	36
30	3
8	34
18	40
40	10
4	27
24	26
41	17
36	22
6	6
39	40
18	29
20	3
27	3
8	26
13	37
9	6
3	28
5	50
5	28
40	5
16	28
46	41
36	46
50	47
29	41
31	2
30	11
44	17
1	3
25	26
49	11
34	6
30	12
15	17
30	40
16	35
31	42
4	17
3	50
25	33
43	30
30	38
37	49
26	30
21	47
22	8
22	17
29	43
3	42
33	8
31	20
44	32
14	39
6	35
9	34
7	1
49	32
22	1
50	21
45	11
36	45
25	4
50	18
21	50
32	49
38	1
43	28

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

14
19
16
18
16
14
18
12
14
20
19
20
19
18
19
18
20
20
19
15
19
18
12
19
20
19
11
16
20
17
15
19
19
11
20
12
14
19
12
20
12
20
15
16
13
15
18
19
12
19
18
20
13
17
17
11
16
16
17
16
18
16
18
19
18
17
16
13
16
15
11
15
13
16
18
15
11
14
12
16
17
17
12
14
14
15
19
16
19
12
16
11
11
14
17
15
17
20
15
12

0
0
0
0
0
0
0
0
0
0

0

0	4.9373	9.17662	5.46636	3.32921	5.08273	3.3329	10.4739	3.41048	8.19084	2.74804	6.08183	3.77157	7.27615	2.65858	7.7874	1.14688	2.25499	2.97972	4.99056	10.7778	4.22432	2.1959	3.43796	5.93	4.78124	1.50443	9.43498	7.19434	5.81629	6.00871	8.45531	5.94099	7.26543	7.472	10.7258	4.75172	6.03732	6.49109	7.78839	2.72223	6.93948	7.84573	5.61812	4.83173	3.14909	8.14916	2.67	6.03644	6.65171	6.59192	2.36036	5.32357	6.10408	6.69805	4.40838	2.90025	3.88176	2.429	2.85148	6.10713	1.86933	5.5305	3.6409	9.61918	5.13466	7.50916	8.6574	3.40375	4.82832	6.54858	1.23809	4.3014	7.42615	4.39227	4.22186	4.66789	4.40552	3.0591	7.61142	3.67557	5.26613	4.69409	6.33594	5.3006	6.39088	4.45359	4.51305	2.79221	4.60607	6.94316	5.88127	3.09151	5.75563	6.26963	1.33303	4.05934	3.99999	2.45239	3.94616	8.23942	9.82426	7.23536	7.66112	4.70223	8.87102	4.45644	4.44321	4.65305	6.81118	
4.9373	0	7.52388	2.82457	3.40927	1.48901	2.2779	3.89904	4.5064	4.23566	1.03534	4.79156	6.77948	5.49555	3.85721	3.86191	2.78158	3.36188	7.28597	5.82147	4.07861	4.21512	3.44243	0.490504	4.10241	2.74148	4.32319	1.4573	5.92012	1.31554	4.90411	7.99165	4.10976	3.26583	3.81589	5.29443	7.57501	4.09176	1.96886	3.55501	2.69969	3.06552	2.22246	4.37438	3.69362	2.3881	5.96857	3.80616	4.54548	3.077	3.87175	4.38311	2.82134	1.41611	5.32786	7.64298	5.5983	4.17505	7.13888	3.40535	1.77388	3.06797	3.43013	3.49184	3.72752	3.02584	7.60816	4.03375	5.22585	4.84393	5.62038	4.12954	4.80269	6.94563	5.58322	6.89566	4.90645	1.85342	2.07927	2.05062	4.39611	5.21863	3.75863	1.74192	1.66861	4.64977	2.28989	0.700721	4.20584	6.7059	1.832	4.14155	5.67576	2.59898	2.18302	2.45034	1.94583	3.17164	5.59561	3.30113	3.21104	5.26704	2.20089	3.35905	5.13056	5.28762	0.868202	3.79452	9.30401	2.95496	
