10
10
3
3
30

6	7
19	44
37	23
35	6
5	8
20	35
8	31
29	43
18	39
19	47

26	20
20	33
15	46
20	26
17	19
15	12
5	30
13	40
38	5
9	40

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

16
18
15
11
18
16
15
15
15
16

0
0
0
0
0
0
0
0
0
0

0

0	7.00117	2.81815	1.74667	3.32949	7.12344	9.50172	7.77666	6.14533	7.16452	5.65709	6.03957	8.61176	4.70557	3.79396	0.724283	8.39011	9.15197	1.3327	13.7148	
7.00117	0	10.2081	2.84409	8.26398	4.32223	3.74273	4.04232	6.03213	0.371828	4.63845	2.8897	1.3335	8.47915	8.66896	7.72545	1.91155	1.72872	6.20364	2.51675	
2.81815	10.2081	0	1.89942	4.30091	10.0242	6.00225	2.27438	3.87066	4.3104	5.80984	4.29922	4.70611	9.01965	8.6214	9.32676	4.97296	2.9535	1.48545	4.24949	
1.74667	2.84409	1.89942	0	11.4635	3.00418	7.07069	9.02796	8.71027	2.47226	4.73836	4.4367	3.43393	11.453	12.6474	9.40333	12.4482	3.82915	0.413967	13.6828	
3.32949	8.26398	4.30091	11.4635	0	11.422	6.17223	6.5753	9.32196	8.63581	11.0601	10.5501	8.03225	9.18963	7.12346	4.05378	8.0034	7.25441	4.6622	8.93842	
7.12344	4.32223	10.0242	3.00418	11.422	0	6.92162	3.45737	6.77108	4.35143	4.3053	1.43253	3.38975	7.13863	9.06597	6.39916	3.91615	7.96348	3.41814	4.26151	
9.50172	3.74273	6.00225	7.07069	6.17223	6.92162	0	7.51393	8.23325	4.59843	5.85074	4.3148	5.26795	3.0174	3.92901	10.7461	1.83118	3.85064	7.48769	6.17412	
7.77666	4.04232	2.27438	9.02796	6.5753	3.45737	7.51393	0	6.85328	3.39341	5.45959	2.02484	2.43173	11.2574	9.65828	7.05238	4.50846	5.22788	3.75983	3.3379	
6.14533	6.03213	3.87066	8.71027	9.32196	6.77108	8.23325	6.85328	0	2.27406	7.4494	5.33855	4.42154	3.26298	2.35137	10.5515	2.93663	0.917165	10.3076	2.21315	
7.16452	0.371828	4.3104	2.47226	8.63581	4.35143	4.59843	3.39341	2.27406	0	3.98953	2.96358	0.961675	7.61583	7.0248	8.27887	2.28338	1.3569	2.88622	1.86784	
5.65709	4.63845	5.80984	4.73836	11.0601	4.3053	5.85074	5.45959	7.4494	3.98953	0	5.73783	3.02786	2.83333	3.74494	5.70684	9.25739	7.51508	4.32439	3.93402	
6.03957	2.8897	4.29922	4.4367	10.5501	1.43253	4.3148	2.02484	5.33855	2.96358	5.73783	0	3.73515	8.50649	7.63344	5.31529	2.48362	4.12497	8.7954	2.82898	
8.61176	1.3335	4.70611	3.43393	8.03225	3.38975	5.26795	2.43173	4.42154	0.961675	3.02786	3.73515	0	5.86119	6.77291	8.7347	3.52214	2.20215	6.79349	0.906164	
4.70557	8.47915	9.01965	11.453	9.18963	7.13863	3.0174	11.2574	3.26298	7.61583	2.83333	8.50649	5.86119	0	0.911609	8.54018	4.84858	6.13301	7.15772	9.40825	
3.79396	8.66896	8.6214	12.6474	7.12346	9.06597	3.92901	9.65828	2.35137	7.0248	3.74494	7.63344	6.77291	0.911609	0	4.51825	6.75741	3.26853	5.12667	6.96389	
0.724283	7.72545	9.32676	9.40333	4.05378	6.39916	10.7461	7.05238	10.5515	8.27887	5.70684	5.31529	8.7347	8.54018	4.51825	0	7.79891	9.63429	2.05699	8.14427	
8.39011	1.91155	4.97296	12.4482	8.0034	3.91615	1.83118	4.50846	2.93663	2.28338	9.25739	2.48362	3.52214	4.84858	6.75741	7.79891	0	2.01946	9.72281	3.31545	
9.15197	1.72872	2.9535	3.82915	7.25441	7.96348	3.85064	5.22788	0.917165	1.3569	7.51508	4.12497	2.20215	6.13301	3.26853	9.63429	2.01946	0	4.43895	1.29599	
1.3327	6.20364	1.48545	0.413967	4.6622	3.41814	7.48769	3.75983	10.3076	2.88622	4.32439	8.7954	6.79349	7.15772	5.12667	2.05699	9.72281	4.43895	0	14.0968	
13.7148	2.51675	4.24949	13.6828	8.93842	4.26151	6.17412	3.3379	2.21315	1.86784	3.93402	2.82898	0.906164	9.40825	6.96389	8.14427	3.31545	1.29599	14.0968	0	

0	2.60351	8.98231	5.65658	1.53487	4.37509	7.25322	5.56593	5.75684	4.75125	5.43953	5.45606	4.00429	3.91414	4.09194	3.54331	9.08447	8.72304	10.5606	6.65534	
2.60351	0	5.67689	7.0949	4.13837	3.43273	3.6441	5.89495	3.15334	2.07026	4.34509	4.0954	1.40079	6.71561	5.53025	6.94457	5.25044	3.85005	11.7906	4.05183	
8.98231	5.67689	0	2.67327	5.23646	5.6952	11.6526	7.30384	10.0455	9.16066	1.33179	7.5303	9.21352	6.36568	3.17459	9.58963	13.0863	3.1857	3.95425	11.4811	
5.65658	7.0949	2.67327	0	6.54287	7.44648	6.24608	4.96259	10.9402	11.5409	3.40745	5.76277	5.80027	4.16359	1.56465	6.56447	8.48396	9.25398	1.28098	13.5894	
1.53487	4.13837	5.23646	6.54287	0	2.84022	5.57385	4.03106	5.94412	3.8042	3.90466	3.5029	3.13473	2.37928	5.62681	2.00844	7.60669	3.25755	12.524	5.85271	
4.37509	3.43273	5.6952	7.44648	2.84022	0	3.59467	5.04964	3.1039	4.78113	2.27123	0.662676	4.29983	2.26185	6.2062	4.84866	5.20101	0.417324	8.39032	2.89219	
7.25322	3.6441	11.6526	6.24608	5.57385	3.59467	0	3.23237	0.490765	2.16799	6.52424	4.72808	2.43911	7.05867	4.68144	4.54159	1.83125	4.99399	9.20589	5.15709	
5.56593	5.89495	7.30384	4.96259	4.03106	5.04964	3.23237	0	2.74161	4.41884	5.24075	6.97893	5.92024	6.41034	3.39795	6.0395	4.83872	4.63231	12.6053	7.10717	
5.75684	3.15334	10.0455	10.9402	5.94412	3.1039	0.490765	2.74161	0	1.67723	6.35713	3.76658	2.3467	5.83649	5.1722	5.03235	2.09711	3.52123	9.47175	5.4981	
4.75125	2.07026	9.16066	11.5409	3.8042	4.78113	2.16799	4.41884	1.67723	0	6.49283	5.91455	0.669468	8.21697	4.90509	17.3712	3.77434	5.87192	11.3003	3.38744	
5.43953	4.34509	1.33179	3.40745	3.90466	2.27123	6.52424	5.24075	6.35713	6.49283	0	5.02608	5.74588	5.03389	1.8428	5.9131	8.76211	1.8539	9.8269	4.32876	
5.45606	4.0954	7.5303	5.76277	3.5029	0.662676	4.72808	6.97893	3.76658	5.91455	5.02608	0	4.96251	1.59917	5.47124	6.21747	6.33443	1.08	11.3276	5.97196	
4.00429	1.40079	9.21352	5.80027	3.13473	4.29983	2.43911	5.92024	2.3467	0.669468	5.74588	4.96251	0	5.51401	4.23562	5.14317	4.27036	4.71715	12.1524	2.71797	
3.91414	6.71561	6.36568	4.16359	2.37928	2.26185	7.05867	6.41034	5.83649	8.21697	5.03389	1.59917	5.51401	0	3.87207	4.38772	5.22742	3.70021	5.44458	8.60168	
4.09194	5.53025	3.17459	1.56465	5.62681	6.2062	4.68144	3.39795	5.1722	4.90509	1.8428	5.47124	4.23562	3.87207	0	4.99983	6.51269	3.6967	2.84563	6.95359	
3.54331	6.94457	9.58963	6.56447	2.00844	4.84866	4.54159	6.0395	5.03235	17.3712	5.9131	6.21747	5.14317	4.38772	4.99983	0	6.37284	11.0554	8.19734	9.23155	
9.08447	5.25044	13.0863	8.48396	7.60669	5.20101	1.83125	4.83872	2.09711	3.77434	8.76211	6.33443	4.27036	5.22742	6.51269	6.37284	0	5.87585	7.37464	3.40099	
8.72304	3.85005	3.1857	9.25398	3.25755	0.417324	4.99399	4.63231	3.52123	5.87192	1.8539	1.08	4.71715	3.70021	3.6967	11.0554	5.87585	0	7.97299	2.47486	
10.5606	11.7906	3.95425	1.28098	12.524	8.39032	9.20589	12.6053	9.47175	11.3003	9.8269	11.3276	12.1524	5.44458	2.84563	8.19734	7.37464	7.97299	0	10.4479	
6.65534	4.05183	11.4811	13.5894	5.85271	2.89219	5.15709	7.10717	5.4981	3.38744	4.32876	5.97196	2.71797	8.60168	6.95359	9.23155	3.40099	2.47486	10.4479	0	

0	3.41648	5.98826	6.72357	8.64432	10.3284	6.97961	6.16683	2.71413	5.28243	5.76015	11.1123	7.28268	8.84971	12.143	12.7784	6.30479	4.9666	10.1429	5.05481	
