100
10
3
26
20

2	10
18	44
49	8
24	29
18	24
14	12
4	39
32	30
7	29
40	48

12	38
32	17
29	12
25	20
2	30
31	46
5	13
13	36
38	6
29	11
38	47
9	47
11	18
17	31
19	6
12	7
5	14
40	36
9	45
24	43
48	45
50	13
8	43
42	23
43	14
43	6
49	4
35	41
31	42
19	24
26	29
43	47
37	36
30	3
8	34
18	40
40	10
4	27
24	26
41	17
36	22
6	6
39	40
18	29
20	3
27	3
8	26
13	37
9	6
3	28
5	50
5	28
40	5
16	28
46	41
36	46
50	47
29	41
31	2
30	11
44	17
1	3
25	26
49	11
34	6
30	12
15	17
30	40
16	35
31	42
4	17
3	50
25	33
43	30
30	38
37	49
26	30
21	47
22	8
22	17
29	43
3	42
33	8
31	20
44	32
14	39
6	35
9	34
7	1
49	32
22	1
50	21
45	11
36	45
25	4
50	18
21	50
32	49
38	1
43	28

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

14
19
16
18
16
14
18
12
14
20
19
20
19
18
19
18
20
20
19
15
19
18
12
19
20
19
11
16
20
17
15
19
19
11
20
12
14
19
12
20
12
20
15
16
13
15
18
19
12
19
18
20
13
17
17
11
16
16
17
16
18
16
18
19
18
17
16
13
16
15
11
15
13
16
18
15
11
14
12
16
17
17
12
14
14
15
19
16
19
12
16
11
11
14
17
15
17
20
15
12

0
0
0
0
0
0
0
0
0
0

0

0	2.93704	7.08331	3.67279	4.04144	1.55858	3.38334	1.50899	3.2507	4.32293	3.7435	1.95004	3.27722	2.127	4.77914	2.92265	0.770072	3.55976	3.50186	4.83485	4.57389	6.92449	1.49984	4.42999	3.64474	4.04358	1.25129	4.57366	4.02739	3.4213	8.21099	7.66144	3.45724	5.0768	8.33791	6.772	9.07216	4.20871	3.76026	2.24104	5.36214	11.0645	2.49017	6.68472	3.65763	5.19224	4.45268	1.80489	2.52267	6.14531	5.91571	2.62666	5.80359	1.79474	1.53558	4.33258	2.91162	4.40042	1.9023	3.74856	4.98856	2.36887	5.40655	4.28395	4.35071	6.98909	10.6099	3.36458	3.26968	4.24086	2.97689	2.26379	2.23394	6.29353	5.3538	5.27292	1.5973	5.49683	4.59086	5.75046	1.12907	3.91806	3.45666	9.76052	3.50714	3.86794	3.0094	3.9533	2.72437	4.75543	4.17864	4.06612	5.26371	4.60384	5.15132	3.15031	4.8435	4.59557	3.11764	3.99381	4.20082	7.35451	8.02227	3.85955	5.6436	2.56105	6.68083	4.7566	4.52561	4.77022	
2.93704	0	9.39958	5.22126	2.9948	5.20939	4.25481	3.57299	3.43838	5.04305	2.39391	4.95322	5.67958	2.84151	3.93228	1.4743	2.44493	2.58911	5.41238	3.95224	5.47868	3.34527	2.17874	0.882819	4.78618	3.92821	3.36582	4.66983	3.63868	1.66069	4.37778	6.39027	2.28156	2.98041	6.16984	5.65411	6.80195	5.92355	4.38226	4.2844	2.08751	4.59235	3.94282	5.7954	4.93158	1.57573	5.57294	4.10188	4.67089	4.44265	3.97614	5.85334	2.77859	3.04643	3.65211	6.55707	4.14596	2.69566	8.23156	3.45366	2.09239	3.04776	6.05848	3.28084	5.92825	3.78342	3.78805	3.03858	5.08156	4.92491	4.54651	7.03444	4.40722	5.9654	3.79812	4.58762	2.2762	1.31727	3.0428	2.53539	1.80797	3.91249	3.38117	3.63331	4.59	4.04008	3.45217	0.443653	6.28698	4.29172	5.51976	4.83301	5.67787	3.34322	6.38035	1.69086	3.99487	3.64543	6.35039	5.94572	7.21405	4.21533	4.17806	4.80489	7.57824	4.95935	2.25269	1.79446	6.73797	2.95223	
