10
10
3
3
30

6	21
10	1
47	15
18	25
31	42
9	22
22	5
8	17
2	22
20	29

29	47
34	25
27	39
46	33
33	29
28	46
44	28
33	32
35	23
40	39

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

12
15
15
20
13
14
17
19
14
16

0
0
0
0
0
0
0
0
0
0

0

0	4.96392	11.1452	3.58981	4.0011	1.15886	5.08427	1.74495	2.57562	1.43284	6.20606	4.29859	3.56501	9.04089	2.25269	3.8261	4.73744	2.06241	3.00644	4.52821	
4.96392	0	16.0258	3.9036	6.6473	3.80506	2.68069	4.39116	4.87988	8.39066	9.77462	10.5448	10.722	9.35468	8.67591	14.1131	7.69161	10.5017	5.7469	7.98459	
11.1452	16.0258	0	11.0412	4.79619	12.3041	8.58234	12.8975	5.06346	5.05412	7.92501	6.14002	11.3546	4.85048	8.94166	3.2574	5.97116	6.46016	5.51613	1.95876	
3.58981	3.9036	11.0412	0	6.76948	4.72344	1.49446	4.13734	4.71599	4.48706	5.87102	6.64118	7.00001	5.06944	4.77231	7.53769	3.78801	4.96259	4.24304	7.58243	
4.0011	6.6473	4.79619	6.76948	0	2.84224	9.83275	3.42834	5.94214	5.9328	3.41606	3.3583	2.23836	4.2629	4.48442	1.71904	2.98147	3.48273	3.4365	2.83744	
1.15886	3.80506	12.3041	4.72344	2.84224	0	6.46743	0.586097	1.16475	2.13253	5.24174	6.20054	4.72386	8.79727	6.8869	4.56128	5.82371	3.22127	7.64065	5.67968	
5.08427	2.68069	8.58234	1.49446	9.83275	6.46743	0	5.6318	6.45998	5.98152	5.47508	3.6901	9.0249	6.94554	6.26677	9.03215	3.52124	4.01024	3.06621	7.02795	
1.74495	4.39116	12.8975	4.13734	3.42834	0.586097	5.6318	0	0.578648	1.54643	4.65564	4.41217	5.56198	9.38336	6.44545	6.35266	4.85102	4.05938	7.06452	3.68335	
2.57562	4.87988	5.06346	4.71599	5.94214	1.16475	6.45998	0.578648	0	2.12508	5.23429	7.42721	5.84214	5.99643	8.75631	4.40335	8.80563	5.30517	7.06644	3.1047	
1.43284	8.39066	5.05412	4.48706	5.9328	2.13253	5.98152	1.54643	2.12508	0	4.77321	2.86574	4.45082	4.58602	4.47499	4.39401	3.30459	3.49525	3.48963	3.09537	
6.20606	9.77462	7.92501	5.87102	3.41606	5.24174	5.47508	4.65564	5.23429	4.77321	0	3.03277	3.99891	6.66237	4.4624	1.69702	2.8639	3.35291	2.40888	2.99567	
4.29859	10.5448	6.14002	6.64118	3.3583	6.20054	3.6901	4.41217	7.42721	2.86574	3.03277	0	1.58507	4.47082	2.25899	3.88697	1.07892	1.56792	0.623891	4.58563	
3.56501	10.722	11.3546	7.00001	2.23836	4.72386	9.0249	5.56198	5.84214	4.45082	3.99891	1.58507	0	4.49342	2.91417	2.30189	3.212	3.10445	2.20896	3.60054	
9.04089	9.35468	4.85048	5.06944	4.2629	8.79727	6.94554	9.38336	5.99643	4.58602	6.66237	4.47082	4.49342	0	3.35149	4.19037	1.28143	3.54177	1.73645	2.89172	
2.25269	8.67591	8.94166	4.77231	4.48442	6.8869	6.26677	6.44545	8.75631	4.47499	4.4624	2.25899	2.91417	3.35149	0	1.95398	4.63292	0.190281	1.13431	4.06403	
3.8261	14.1131	3.2574	7.53769	1.71904	4.56128	9.03215	6.35266	4.40335	4.39401	1.69702	3.88697	2.30189	4.19037	1.95398	0	4.70051	1.76369	2.70772	1.29865	
4.73744	7.69161	5.97116	3.78801	2.98147	5.82371	3.52124	4.85102	8.80563	3.30459	2.8639	1.07892	3.212	1.28143	4.63292	4.70051	0	1.39906	0.455027	4.17315	
2.06241	10.5017	6.46016	4.96259	3.48273	3.22127	4.01024	4.05938	5.30517	3.49525	3.35291	1.56792	3.10445	3.54177	0.190281	1.76369	1.39906	0	0.944031	3.06234	
3.00644	5.7469	5.51613	4.24304	3.4365	7.64065	3.06621	7.06452	7.06644	3.48963	2.40888	0.623891	2.20896	1.73645	1.13431	2.70772	0.455027	0.944031	0	3.96174	
4.52821	7.98459	1.95876	7.58243	2.83744	5.67968	7.02795	3.68335	3.1047	3.09537	2.99567	4.58563	3.60054	2.89172	4.06403	1.29865	4.17315	3.06234	3.96174	0	

0	11.655	18.2066	4.09798	6.78958	1.25987	11.422	2.3882	1.89319	2.75687	10.6814	9.01129	5.96335	13.4739	8.99953	7.98867	10.2753	9.09161	4.64283	3.19018	
11.655	0	8.21091	5.03985	6.18779	7.87796	5.91088	7.3323	8.60261	6.37154	8.67151	7.31819	8.44772	6.14317	7.42861	9.94351	6.7441	10.5255	9.40268	9.88775	
18.2066	8.21091	0	3.17106	11.8597	6.00917	4.0421	5.46351	6.66367	4.50275	14.2025	7.91029	6.57893	3.87561	5.55982	12.0526	3.27468	10.2146	6.31629	10.8555	
4.09798	5.03985	3.17106	0	6.01496	2.83811	0.871038	2.29245	2.19536	1.33169	8.04426	3.44198	3.40787	10.5346	2.38876	5.4332	5.96652	4.05636	4.85081	4.69727	
6.78958	6.18779	11.8597	6.01496	0	5.52971	10.3134	6.65804	7.04619	5.67811	2.48372	3.56781	4.85477	11.1323	3.62619	2.86301	9.16668	5.2938	5.6523	5.74921	
1.25987	7.87796	6.00917	2.83811	5.52971	0	3.70915	1.12833	3.15306	4.1698	8.01343	5.46745	6.24599	10.9472	5.22688	7.82485	6.42457	10.3515	3.38296	4.80872	
11.422	5.91088	4.0421	0.871038	10.3134	3.70915	0	3.16349	4.4338	2.20273	10.1767	6.06425	4.27891	5.69641	3.2598	7.48398	5.09548	10.8954	3.97977	7.25288	
2.3882	7.3323	5.46351	2.29245	6.65804	1.12833	3.16349	0	4.64007	3.62414	14.5761	8.87976	5.70033	17.1394	4.68121	11.8833	12.6168	12.6495	4.51129	11.7596	
1.89319	8.60261	6.66367	2.19536	7.04619	3.15306	4.4338	4.64007	0	0.863674	9.60236	2.97397	5.59406	7.58372	3.60549	10.3732	9.41192	10.759	6.8947	1.29699	
2.75687	6.37154	4.50275	1.33169	5.67811	4.1698	2.20273	3.62414	0.863674	0	8.52299	2.11029	4.73956	9.14918	3.55682	5.96947	8.17805	5.7125	4.19478	2.16066	
10.6814	8.67151	14.2025	8.04426	2.48372	8.01343	10.1767	14.5761	9.60236	8.52299	0	4.23847	2.40461	17.9416	5.6555	0.37929	9.03	5.33645	4.82117	7.964	
9.01129	7.31819	7.91029	3.44198	3.56781	5.46745	6.06425	8.87976	2.97397	2.11029	4.23847	0	4.4827	6.66868	1.44652	3.85918	5.12609	3.11412	2.08448	2.56955	
5.96335	8.44772	6.57893	3.40787	4.85477	6.24599	4.27891	5.70033	5.59406	4.73956	2.40461	4.4827	0	4.91284	3.03618	2.02532	4.31191	4.70378	6.46721	4.29707	
13.4739	6.14317	3.87561	10.5346	11.1323	10.9472	5.69641	17.1394	7.58372	9.14918	17.9416	6.66868	4.91284	0	6.04991	9.33946	0.600931	4.38231	3.64254	6.28674	
