100
10
3
26
20

2	10
18	44
49	8
24	29
18	24
14	12
4	39
32	30
7	29
40	48

12	38
32	17
29	12
25	20
2	30
31	46
5	13
13	36
38	6
29	11
38	47
9	47
11	18
17	31
19	6
12	7
5	14
40	36
9	45
24	43
48	45
50	13
8	43
42	23
43	14
43	6
49	4
35	41
31	42
19	24
26	29
43	47
37	36
30	3
8	34
18	40
40	10
4	27
24	26
41	17
36	22
6	6
39	40
18	29
20	3
27	3
8	26
13	37
9	6
3	28
5	50
5	28
40	5
16	28
46	41
36	46
50	47
29	41
31	2
30	11
44	17
1	3
25	26
49	11
34	6
30	12
15	17
30	40
16	35
31	42
4	17
3	50
25	33
43	30
30	38
37	49
26	30
21	47
22	8
22	17
29	43
3	42
33	8
31	20
44	32
14	39
6	35
9	34
7	1
49	32
22	1
50	21
45	11
36	45
25	4
50	18
21	50
32	49
38	1
43	28

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

14
19
16
18
16
14
18
12
14
20
19
20
19
18
19
18
20
20
19
15
19
18
12
19
20
19
11
16
20
17
15
19
19
11
20
12
14
19
12
20
12
20
15
16
13
15
18
19
12
19
18
20
13
17
17
11
16
16
17
16
18
16
18
19
18
17
16
13
16
15
11
15
13
16
18
15
11
14
12
16
17
17
12
14
14
15
19
16
19
12
16
11
11
14
17
15
17
20
15
12

0
0
0
0
0
0
0
0
0
0

0

0	15.201	14.1128	9.54732	10.808	8.85132	12.004	12.6393	8.85659	15.8533	12.3382	9.27004	8.93441	8.28973	7.78134	19.3617	4.03051	10.3719	14.9563	9.12278	13.3365	12.6746	6.18566	5.1614	9.54599	4.48933	5.10051	15.0894	9.67626	12.3855	22.6259	15.757	11.4395	12.6493	9.88672	16.2423	17.5928	13.5831	14.9197	7.34543	7.98054	16.5263	9.62978	12.4781	12.3295	9.41743	11.7018	6.49013	8.85298	12.408	10.8378	6.56195	18.318	6.27943	7.70927	11.833	10.1033	6.89206	3.14428	5.76888	11.0029	7.06888	17.4021	9.08262	14.5717	14.244	15.4302	13.238	11.6994	8.54593	13.1122	8.06102	10.536	14.6635	10.3943	8.34043	5.02004	9.27236	7.14049	16.5372	5.63852	9.20287	7.15592	10.9881	13.1344	16.1559	11.2698	8.6248	10.1153	7.6006	11.4641	12.4861	10.3486	9.61252	15.4284	10.0315	11.4599	10.715	4.73599	14.1258	11.036	14.5428	11.8672	15.0601	11.9086	14.4442	13.1595	16.0601	14.629	16.2865	
15.201	0	15.9938	8.49654	4.4	18.1266	6.8973	10.3106	7.25442	7.34069	6.09099	11.8974	13.0302	7.73956	11.0288	7.70518	14.0797	5.72726	14.8938	11.9177	6.02141	3.98447	13.8098	6.22008	11.0989	12.1953	11.7805	9.28536	6.68447	6.50856	10.4481	16.5987	6.73342	13.6323	12.7923	12.7362	13.1576	7.10705	3.02518	6.2	6.92513	7.83518	11.0765	11.608	6.17593	4.64	12.0804	8.71187	5.6783	14.4695	9.28991	11.8511	8.12332	7.21353	12.9874	13.8945	8.8168	7.20813	12.5121	12.9443	6.43447	7.80037	13.5267	8.42492	9.37384	4.16548	7.25332	3.76308	13.5549	11.5877	15.4975	13.3154	4.8283	16.1849	16.6645	12.6777	10.188	5.35069	4.24099	3.02518	11.8564	7.26997	9.21954	11.1038	3.93226	7.23285	8.70402	6.26748	13.98	8.14869	5.66374	10.504	13.1727	9.1558	8.43758	7.81181	7.81896	9.83447	15.4953	10.3049	9.9327	16.6072	16.075	4.86548	12.6056	12.3048	7.46065	5.86548	16.9788	8.7413	
