10
10
2
2
40

6	11
10	43
1	33
14	23
27	48
42	35
42	47
41	23
36	45
43	34

12	21
1	2
11	28
2	10
14	5
10	12
23	24
24	11
8	30
11	27

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

11
15
11
14
17
13
14
15
13
17

0
0
0
0
0
0
0
0
0
0

0

0	8.50239	2.87256	5.01471	3.41275	9.95332	4.78282	10.776	9.47484	9.86912	6.08328	3.19047	9.15025	3.4877	7.35379	4.78766	6.62206	5.31862	6.28067	9.43929
8.50239	0	7.39519	10.2349	12.165	15.0471	10.7949	11.6358	11.8187	7.73426	5.9568	7.56551	7.01539	10.0537	7.48734	8.02192	7.82162	3.18377	20.4844	18.1334
2.87256	7.39519	0	2.14215	6.2853	13.4206	11.3236	5.87092	10.875	8.76192	4.91893	6.06303	7.23212	5.1139	8.515	7.66022	8.84927	4.21142	9.15323	5.1581
5.01471	10.2349	2.14215	0	12.2057	10.5971	8.0268	3.72877	7.32418	6.12568	2.77678	14.7486	3.68134	2.97174	10.8973	4.65731	4.18617	5.54981	8.79117	3.01595
3.41275	12.165	6.2853	12.2057	0	5.62228	1.37007	10.1914	2.39388	14.8269	6.62009	6.60321	11.4588	5.88865	7.09778	4.20309	10.0348	8.73137	7.47395	9.31365
9.95332	15.0471	13.4206	10.5971	5.62228	0	4.13326	5.02628	3.10945	2.62938	4.74064	9.52952	10.7583	15.8387	9.4253	10.9279	3.33126	7.17987	12.9673	6.57512
4.78282	10.7949	11.3236	8.0268	1.37007	4.13326	0	9.85375	1.02381	6.88159	5.25002	11.6415	7.9488	7.8456	9.57032	5.57316	6.6594	8.02305	8.84402	5.33204
10.776	11.6358	5.87092	3.72877	10.1914	5.02628	9.85375	0	9.9778	2.3969	6.50555	12.8338	12.2836	6.70052	8.88301	5.98832	10.1996	6.9474	12.5199	6.74472
9.47484	11.8187	10.875	7.32418	2.39388	3.10945	1.02381	9.9778	0	5.73883	6.27383	15.021	4.97362	17.6324	12.5347	7.69945	6.44071	19.2579	16.3357	4.30823
9.86912	7.73426	8.76192	6.12568	14.8269	2.62938	6.88159	2.3969	5.73883	0	7.32352	8.93224	8.38212	11.5578	8.85406	8.38523	5.96063	4.55049	17.3773	9.00479
6.08328	5.9568	4.91893	2.77678	6.62009	4.74064	5.25002	6.50555	6.27383	7.32352	0	7.15478	2.69878	2.59558	6.41065	3.51597	1.40939	2.77303	6.68361	3.36417
3.19047	7.56551	6.06303	14.7486	6.60321	9.52952	11.6415	12.8338	15.021	8.93224	7.15478	0	8.21337	6.67817	4.16333	7.05801	6.19826	4.38175	7.70537	9.44213
9.15025	7.01539	7.23212	3.68134	11.4588	10.7583	7.9488	12.2836	4.97362	8.38212	2.69878	8.21337	0	5.29436	7.52688	6.21475	3.90926	3.83162	3.98483	0.665389
3.4877	10.0537	5.1139	2.97174	5.88865	15.8387	7.8456	6.70052	17.6324	11.5578	2.59558	6.67817	5.29436	0	4.58025	1.68556	4.00496	5.36861	9.76837	5.9877
7.35379	7.48734	8.515	10.8973	7.09778	9.4253	9.57032	8.88301	12.5347	8.85406	6.41065	4.16333	7.52688	4.58025	0	2.89468	8.94142	4.30357	3.54204	10.1137
4.78766	8.02192	7.66022	4.65731	4.20309	10.9279	5.57316	5.98832	7.69945	8.38523	3.51597	7.05801	6.21475	1.68556	2.89468	0	4.92536	4.83815	6.43673	7.219
6.62206	7.82162	8.84927	4.18617	10.0348	3.33126	6.6594	10.1996	6.44071	5.96063	1.40939	6.19826	3.90926	4.00496	8.94142	4.92536	0	4.18242	11.4119	3.24387
5.31862	3.18377	4.21142	5.54981	8.73137	7.17987	8.02305	6.9474	19.2579	4.55049	2.77303	4.38175	3.83162	5.36861	4.30357	4.83815	4.18242	0	7.81646	4.49701
6.28067	20.4844	9.15323	8.79117	7.47395	12.9673	8.84402	12.5199	16.3357	17.3773	6.68361	7.70537	3.98483	9.76837	3.54204	6.43673	11.4119	7.81646	0	4.65022
9.43929	18.1334	5.1581	3.01595	9.31365	6.57512	5.33204	6.74472	4.30823	9.00479	3.36417	9.44213	0.665389	5.9877	10.1137	7.219	3.24387	4.49701	4.65022	0
																			
0	7.38118	4.69523	4.10262	8.09182	9.91248	8.24233	10.819	9.16741	9.07628	5.62073	1.83869	1.12188	1.64231	1.92638	3.45624	4.39659	3.12707	2.46475	1.64294
7.38118	0	8.22092	5.25284	5.79199	8.50048	7.79806	11.1655	9.00833	7.66428	8.05118	12.4236	6.23231	7.14776	8.02223	6.3174	2.98459	8.12524	4.88944	8.61026
4.69523	8.22092	0	3.31393	3.5262	8.47124	5.53227	10.6084	7.54219	8.25396	2.29895	6.081	1.29993	4.53514	3.13184	1.60197	4.93478	6.12276	3.33148	0.778873
4.10262	5.25284	3.31393	0	4.47824	3.85164	5.44606	9.78646	7.38274	6.94793	1.01498	4.79703	2.98074	2.5738	3.60715	3.6877	2.26825	1.08904	4.32361	2.70641
8.09182	5.79199	3.5262	4.47824	0	5.69359	2.00607	11.8761	3.94275	8.37492	3.46326	6.63162	8.78047	10.7133	8.32203	5.12818	3.69523	9.22855	6.85768	4.30507
9.91248	8.50048	8.47124	3.85164	5.69359	0	3.68752	3.4377	5.6242	0.865671	6.17229	9.95433	11.0111	4.24735	6.96056	8.845	5.51589	2.76259	10.562	8.10648
8.24233	7.79806	5.53227	5.44606	2.00607	3.68752	0	13.9851	1.93668	4.55319	5.46933	8.63769	8.21732	13.078	6.31596	7.84583	5.7013	6.45011	6.14738	8.15246
10.819	11.1655	10.6084	9.78646	11.8761	3.4377	13.9851	0	12.5188	2.57202	8.52704	12.6577	11.9409	12.4613	10.5363	9.00642	7.25171	10.8755	16.5722	10.459
9.16741	9.00833	7.54219	7.38274	3.94275	5.6242	1.93668	12.5188	0	8.91838	8.34863	11.0061	5.55358	10.8097	7.86521	11.0214	11.9929	10.8153	4.2107	15.8937
9.07628	7.66428	8.25396	6.94793	8.37492	0.865671	4.55319	2.57202	8.91838	0	5.95501	9.73706	10.1749	14.2642	13.6171	8.0125	4.67969	3.62826	13.071	10.5079
5.62073	8.05118	2.29895	1.01498	3.46326	6.17229	5.46933	8.52704	8.34863	5.95501	0	3.78205	3.99572	9.58821	4.20258	2.67272	3.28323	2.10402	5.63043	3.07782
1.83869	12.4236	6.081	4.79703	6.63162	9.95433	8.63769	12.6577	11.0061	9.73706	3.78205	0	2.96057	3.481	3.76506	6.21753	6.23527	8.88563	8.34216	7.79687
1.12188	6.23231	1.29993	2.98074	8.78047	11.0111	8.21732	11.9409	5.55358	10.1749	3.99572	2.96057	0	2.76419	3.04826	1.97362	5.24899	4.06978	1.34287	0.521053
1.64231	7.14776	4.53514	2.5738	10.7133	4.24735	13.078	12.4613	10.8097	14.2642	9.58821	3.481	2.76419	0	3.56869	5.20883	6.0389	1.48476	6.44097	3.75626
1.92638	8.02223	3.13184	3.60715	8.32203	6.96056	6.31596	10.5363	7.86521	13.6171	4.20258	3.76506	3.04826	3.56869	0	1.52987	4.86268	4.19797	3.6545	2.98243
3.45624	6.3174	1.60197	3.6877	5.12818	8.845	7.84583	9.00642	11.0214	8.0125	2.67272	6.21753	1.97362	5.20883	1.52987	0	3.33281	5.72784	4.93346	1.45256
4.39659	2.98459	4.93478	2.26825	3.69523	5.51589	5.7013	7.25171	11.9929	4.67969	3.28323	6.23527	5.24899	6.0389	4.86268	3.33281	0	3.35729	6.83805	4.78537
3.12707	8.12524	6.12276	1.08904	9.22855	2.76259	6.45011	10.8755	10.8153	3.62826	2.10402	8.88563	4.06978	1.48476	4.19797	5.72784	3.35729	0	7.85247	3.79545
2.46475	4.88944	3.33148	4.32361	6.85768	10.562	6.14738	16.5722	4.2107	13.071	5.63043	8.34216	1.34287	6.44097	3.6545	4.93346	6.83805	7.85247	0	1.86392
1.64294	8.61026	0.778873	2.70641	4.30507	8.10648	8.15246	10.459	15.8937	10.5079	3.07782	7.79687	0.521053	3.75626	2.98243	1.45256	4.78537	3.79545	1.86392	0
																			
0	11.7593	4.78066	2.63607	8.55952	8.82393	6.3757	4.70566	9.41951	6.12266	3.56774	5.20773	2.26338	1.85619	3.1506	2.81611	4.53092	12.7152	3.26838	2.45133
11.7593	0	4.07291	9.72133	3.72884	11.7755	18.3066	7.62102	11.621	7.88306	2.24939	6.77229	2.96205	11.6974	8.86035	9.48324	9.51775	3.55094	1.95706	6.69432
4.78066	4.07291	0	5.04196	5.77431	10.8024	14.0314	7.77981	10.9876	10.4726	2.40818	12.471	2.51727	8.63359	8.34493	10.5585	7.24201	5.89596	2.11585	2.70522
2.63607	9.72133	5.04196	0	10.2301	6.36244	9.01177	5.14412	8.56895	4.83104	0.931668	7.65875	2.26705	4.49226	3.90492	2.74434	2.802	5.43278	1.224	2.28939
8.55952	3.72884	5.77431	10.2301	0	16.3617	14.7539	12.8141	11.7101	11.6119	7.44244	9.43655	8.15511	6.42593	5.13152	11.1111	6.23444	6.2152	5.6859	8.52688
8.82393	11.7755	10.8024	6.36244	16.3617	0	7.6954	4.11827	4.65159	3.89245	5.50709	16.4099	14.0568	8.15892	4.66336	9.82894	3.56044	9.52725	9.78223	8.12386
6.3757	18.3066	14.0314	9.01177	14.7539	7.6954	0	7.70122	3.04381	6.78172	11.7638	17.8154	8.63909	8.23189	9.8037	9.19181	10.0433	14.7556	13.3652	13.1215
4.70566	7.62102	7.77981	5.14412	12.8141	4.11827	7.70122	0	8.76986	8.01072	4.28877	8.45248	6.66895	6.56185	3.44503	5.71067	2.34211	8.30892	5.66396	6.90554
9.41951	11.621	10.9876	8.56895	11.7101	4.65159	3.04381	8.76986	0	3.73791	10.9266	20.7174	11.6069	8.00438	13.278	14.9119	8.21203	10.6993	12.6118	11.7948
6.12266	7.88306	10.4726	4.83104	11.6119	3.89245	6.78172	8.01072	3.73791	0	5.76271	7.61801	7.65802	4.26647	5.56088	6.48061	7.45289	6.96134	9.84012	7.12043
3.56774	2.24939	2.40818	0.931668	7.44244	5.50709	11.7638	4.28877	10.9266	5.76271	0	4.55449	1.29732	3.85171	3.04958	1.81268	1.94666	7.91347	0.292328	1.52333
5.20773	6.77229	12.471	7.65875	9.43655	16.4099	17.8154	8.45248	20.7174	7.61801	4.55449	0	9.46786	3.35154	4.64595	2.74181	7.61124	3.22135	18.7221	6.36474
2.26338	2.96205	2.51727	2.26705	8.15511	14.0568	8.63909	6.66895	11.6069	7.65802	1.29732	9.46786	0	4.11957	5.69139	3.14806	3.28204	3.33134	1.00499	0.187947
1.85619	11.6974	8.63359	4.49226	6.42593	8.15892	8.23189	6.56185	8.00438	4.26647	3.85171	3.35154	4.11957	0	1.29441	2.21414	2.39733	6.5729	4.14404	6.30426
3.1506	8.86035	8.34493	3.90492	5.13152	4.66336	9.8037	3.44503	13.278	5.56088	3.04958	4.64595	5.69139	1.29441	0	3.50855	1.10292	7.06973	6.67864	5.66634
2.81611	9.48324	10.5585	2.74434	11.1111	9.82894	9.19181	5.71067	14.9119	6.48061	1.81268	2.74181	3.14806	2.21414	3.50855	0	3.75934	5.96317	2.105	7.20633
4.53092	9.51775	7.24201	2.802	6.23444	3.56044	10.0433	2.34211	8.21203	7.45289	1.94666	7.61124	3.28204	2.39733	1.10292	3.75934	0	5.96681	2.23899	4.56342
12.7152	3.55094	5.89596	5.43278	6.2152	9.52725	14.7556	8.30892	10.6993	6.96134	7.91347	3.22135	3.33134	6.5729	7.06973	5.96317	5.96681	0	5.508	3.14339
3.26838	1.95706	2.11585	1.224	5.6859	9.78223	13.3652	5.66396	12.6118	9.84012	0.292328	18.7221	1.00499	4.14404	6.67864	2.105	2.23899	5.508	0	1.19294
2.45133	6.69432	2.70522	2.28939	8.52688	8.12386	13.1215	6.90554	11.7948	7.12043	1.52333	6.36474	0.187947	6.30426	5.66634	7.20633	4.56342	3.14339	1.19294	0
																			
0	3.18111	4.91643	1.61449	6.90941	4.633	4.02571	6.22958	4.71977	4.93473	9.0957	7.50852	7.49392	3.2297	3.89818	4.49039	3.0117	3.40766	5.32218	4.61514
3.18111	0	5.18591	1.56663	4.59444	7.59924	6.0447	6.34309	6.73876	6.95371	3.43733	15.4999	10.9794	3.18183	6.87453	4.44253	3.54236	1.56763	5.27432	3.53082
4.91643	5.18591	0	3.61929	3.64507	9.54943	7.51215	11.4562	10.113	8.1703	5.64506	9.41248	2.57749	5.23449	8.81461	6.49519	5.59501	4.61262	2.8809	2.64943
1.61449	1.56663	3.61929	0	5.87344	6.03261	5.6402	6.56864	8.93261	7.05821	3.66288	6.77594	4.4279	1.61521	5.30791	2.87591	1.97573	1.79317	3.70769	3.00065
6.90941	4.59444	3.64507	5.87344	0	5.55083	5.43424	13.8298	8.4575	4.52523	9.10219	15.086	6.22256	9.56622	9.75363	11.7384	3.89771	5.32464	6.08804	3.36144
4.633	7.59924	9.54943	6.03261	5.55083	0	1.93461	3.18181	4.42559	1.02559	11.851	12.1415	8.66619	7.64782	5.79088	8.90852	7.64471	7.82579	9.74031	9.00977
4.02571	6.0447	7.51215	5.6402	5.43424	1.93461	0	2.20386	0.69406	0.909013	7.96	11.5342	4.93466	9.08856	2.05935	5.92723	4.76769	6.49387	5.65487	5.27824
6.22958	6.34309	11.4562	6.56864	13.8298	3.18181	2.20386	0	2.89792	3.11288	6.64516	14.0483	7.13852	11.6026	4.26321	10.477	6.76721	4.77546	13.8715	6.73866
4.71977	6.73876	10.113	8.93261	8.4575	4.42559	0.69406	2.89792	0	1.60307	7.26595	13.7637	5.62872	12.381	2.75341	11.0208	5.46175	7.18793	7.23212	5.9723
4.93473	6.95371	8.1703	7.05821	4.52523	1.02559	0.909013	3.11288	1.60307	0	9.02848	27.559	5.84367	19.9141	2.96836	13.0138	5.67671	7.31231	11.1644	6.18725
9.0957	3.43733	5.64506	3.66288	9.10219	11.851	7.96	6.64516	7.26595	9.02848	0	13.0225	3.06756	9.09642	10.1788	7.57122	3.86145	1.8697	3.78777	3.8329
7.50852	15.4999	9.41248	6.77594	15.086	12.1415	11.5342	14.0483	13.7637	27.559	13.0225	0	7.25179	7.97176	7.76791	3.90003	9.25305	9.60155	6.53158	9.25818
7.49392	10.9794	2.57749	4.4279	6.22256	8.66619	4.93466	7.13852	5.62872	5.84367	3.06756	7.25179	0	7.49155	6.99401	11.5633	3.44168	4.89529	0.72021	2.93209
