20
5
2
3
40

6	11
10	43
1	33
14	23
27	48

12	21
1	2
11	28
2	10
14	5
10	12
23	24
24	11
8	30
11	27
29	42
26	47
30	36
37	28
31	27
42	35
42	47
41	23
36	45
43	34

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

11
15
11
14
17
13
14
15
13
17
16
18
12
19
18
15
16
14
20
14

0
0
0
0
0

0

0	6.55228	9.20576	6.55918	7.25323	4.59443	2.11038	1.8547	2.1711	4.39025	1.50458	5.12285	3.79602	2.22212	2.42309	8.88353	5.04589	6.42622	9.75627	7.39074	10.6366	10.0495	11.8161	6.84256	10.2141
6.55228	0	2.65348	14.9573	10.1349	6.11083	8.66267	8.40698	8.72338	11.17	8.05686	7.9181	11.4295	10.5567	4.1728	4.27675	13.8794	11.5095	3.39507	9.86105	5.58057	7.66741	4.11697	4.53257	4.92249
9.20576	2.65348	0	8.49578	3.67336	7.54413	13.287	2.0877	11.0776	12.4982	8.75778	3.05468	5.97944	4.09515	1.51932	1.62326	4.57203	4.28896	6.04855	7.53251	3.55874	3.66637	11.1585	7.60876	6.69034
6.55918	14.9573	8.49578	0	9.1305	2.25038	6.8223	1.64191	6.76864	4.54244	7.8934	8.51183	6.64581	1.27449	3.85033	6.06034	9.16486	7.68832	6.35422	6.28195	9.58377	12.6476	5.63232	9.69234	7.62318
7.25323	10.1349	3.67336	9.1305	0	6.50601	9.25782	2.72243	11.8053	11.5377	4.29051	2.13038	6.78452	4.72988	2.15404	2.42834	0.749197	2.22574	5.02133	4.39827	4.36382	4.47145	9.50161	3.88382	7.49541
4.59443	6.11083	7.54413	2.25038	6.50601	0	7.41233	1.3433	6.47003	6.16313	6.42092	4.37563	4.68106	0.975884	3.30812	4.59495	8.54304	7.31126	2.71576	6.64352	2.65947	4.74631	3.43765	3.85326	4.0784
2.11038	8.66267	13.287	6.8223	9.25782	7.41233	0	3.96508	2.54744	2.27987	3.61497	7.23323	6.00207	8.04159	9.20976	10.4617	8.28392	13.2129	10.1281	11.6311	8.52619	10.4259	11.0266	10.4141	9.94512
1.8547	8.40698	2.0877	1.64191	2.72243	1.3433	3.96508	0	4.0258	3.4234	3.35928	2.10375	1.94132	0.367415	0.568387	5.15326	6.04807	4.57152	5.45549	6.99165	5.3992	11.1604	6.35405	4.98786	8.35941
2.1711	8.72338	11.0776	6.76864	11.8053	6.47003	2.54744	4.0258	0	4.24513	3.67568	7.29395	7.83192	5.49415	8.06998	9.45436	12.4031	12.1201	15.0336	14.1785	9.96529	7.87844	14.3117	14.051	14.5214
4.39025	11.17	12.4982	4.54244	11.5377	6.16313	2.27987	3.4234	4.24513	0	3.35096	9.74057	3.7222	3.79081	3.99178	8.07838	6.89227	7.99492	11.325	10.7163	7.60904	9.69588	9.87745	8.41126	9.02797
