20
5
3
5
50

6	21
10	1
47	15
18	25
31	42

9	22
22	5
8	17
2	22
20	29
2	24
25	15
20	24
15	2
4	18
29	47
34	25
27	39
46	33
33	29
28	46
44	28
33	32
35	23
40	39

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

20
11
18
13
12
17
19
13
18
14
12
15
15
20
13
14
17
19
14
16

0
0
0
0
0

0

0	7.95447	17.3629	7.33648	13.3539	3.13065	15.0677	4.76234	3.84	6.43083	1.2	11.8002	8.27563	14.063	3.5695	12.7353	11.0685	9.40394	16.9047	11.6337	19.057	17.3992	20.5788	9.88342	11.8219	
7.95447	0	20.7624	13.0835	20.2681	11.0851	9.65249	14.5801	11.1158	15.3154	9.15447	15.8233	17.0452	7.2916	9.01388	21.615	22.8682	17.3584	15.8949	17.0781	21.9187	15.0813	19.6863	17.8379	22.5134	
17.3629	20.7624	0	14.4176	9.24071	19.2959	20.3563	18.8998	14.3919	13.0502	19.1061	21.34	15.3567	12.1925	13.7934	14.8491	10.8899	13.4336	4.86749	13.018	16.1816	4.40275	7.70795	11.9186	9.75	
7.33648	13.0835	14.4176	0	7.77796	6.11387	9.08739	4.48219	6.17155	4.91935	8.53648	7.4254	0.939149	6.7265	4.06964	9.34676	6.88	3.82796	13.1476	10.0284	10.4244	13.5668	10.062	6.50455	9.38765	
13.3539	20.2681	9.24071	7.77796	0	10.951	19.862	13.2566	13.3266	5.77371	19.5395	20.6147	9.71353	15.5009	12.844	1.34629	15.6544	3.95	4.37321	17.128	1.65	11.3739	8.48741	10.0048	8.91762	
3.13065	11.0851	19.2959	6.11387	10.951	0	9.00732	1.63169	4.2	12.1257	4.33065	5.73982	13.7258	20.3264	6.3019	9.60469	12.8938	12.5346	13.7244	7.17786	12.023	17.9733	16.527	11.7087	9.54594	
15.0677	9.65249	20.3563	9.08739	19.862	9.00732	0	7.37564	17.3242	4.81664	10.0475	5.32456	9.41664	2.36089	12.9418	9.24405	19.5086	20.2536	15.4888	10.1466	17.7806	10.1506	16.3267	21.9415	14.8789	
4.76234	14.5801	18.8998	4.48219	13.2566	1.63169	7.37564	0	5.83169	9.40154	4.88636	4.10814	5.42134	9.73653	5.56619	11.2364	10.0816	8.31015	20.3806	5.54617	21.8346	19.2424	10.8562	10.9867	11.1776	
3.84	11.1158	14.3919	6.17155	13.3266	4.2	17.3242	5.83169	0	7.87083	2.64	14.9644	7.1251	12.9125	2.1019	13.8047	13.066	10.0139	9.52437	10.1661	11.6766	16.5251	19.4283	12.6905	13.2619	
6.43083	15.3154	13.0502	4.91935	5.77371	12.1257	4.81664	9.40154	7.87083	0	5.23083	5.50045	4.6	7.17753	8.98899	4.42741	9.86542	8.74731	15.6482	5.33	6.84572	8.6475	10.64	11.4239	10.0623	
1.2	9.15447	19.1061	8.53648	19.5395	4.33065	10.0475	4.88636	2.64	5.23083	0	8.9945	9.83083	16.8656	4.7419	9.65825	21.062	10.6039	12.1644	10.4325	14.3166	13.8783	21.3742	11.0834	10.6219	
11.8002	15.8233	21.34	7.4254	20.6147	5.73982	5.32456	4.10814	14.9644	5.50045	8.9945	0	6.48625	7.68545	9.67433	9.92786	17.8332	15.6683	20.8134	9.65431	18.4644	14.1479	21.6439	16.6481	15.5628	
8.27563	17.0452	15.3567	0.939149	9.71353	13.7258	9.41664	5.42134	7.1251	4.6	9.83083	6.48625	0	7.66565	5.00879	9.02741	7.81915	4.76711	18.4341	9.93	17.5639	13.2475	14.1815	7.4437	10.3268	
14.063	7.2916	12.1925	6.7265	15.5009	20.3264	2.36089	9.73653	12.9125	7.17753	16.8656	7.68545	7.66565	0	10.7961	19.1672	13.6065	10.5545	14.7905	18.2144	26.4533	7.78974	15.866	13.2311	16.1142	
3.5695	9.01388	13.7934	4.06964	12.844	6.3019	12.9418	5.56619	2.1019	8.98899	4.7419	9.67433	5.00879	10.7961	0	14.9325	10.9496	7.89761	11.6263	8.06419	13.7785	18.1962	13.3742	10.5742	13.4573	
12.7353	21.615	14.8491	9.34676	1.34629	9.60469	9.24405	11.2364	13.8047	4.42741	9.65825	9.92786	9.02741	19.1672	14.9325	0	9.84364	5.29629	5.71951	9.75741	2.41831	11.3775	7.14112	8.65852	8.2969	
11.0685	22.8682	10.8899	6.88	15.6544	12.8938	19.5086	10.0816	13.066	9.86542	21.062	17.8332	7.81915	13.6065	10.9496	9.84364	0	10.708	13.7869	4.53542	11.6556	6.7862	3.18198	1.18512	8.89612	
9.40394	17.3584	13.4336	3.82796	3.95	12.5346	20.2536	8.31015	10.0139	8.74731	10.6039	15.6683	4.76711	10.5545	7.89761	5.29629	10.708	0	8.32321	13.178	5.6	16.4012	11.2478	10.3325	11.57	
16.9047	15.8949	4.86749	13.1476	4.37321	13.7244	15.4888	20.3806	9.52437	15.6482	12.1644	20.8134	18.4341	14.7905	11.6263	5.71951	13.7869	8.32321	0	17.8179	6.02321	7.00071	12.5754	14.3295	6.61852	
11.6337	17.0781	13.018	10.0284	17.128	7.17786	10.1466	5.54617	10.1661	5.33	10.4325	9.65431	9.93	18.2144	8.06419	9.75741	4.53542	13.178	17.8179	0	13.7837	11.3216	5.31	5.72053	12.2066	
19.057	21.9187	16.1816	10.4244	1.65	12.023	17.7806	21.8346	11.6766	6.84572	14.3166	18.4644	17.5639	26.4533	13.7785	2.41831	11.6556	5.6	6.02321	13.7837	0	13.7958	8.47366	11.0768	10.5676	
17.3992	15.0813	4.40275	13.5668	11.3739	17.9733	10.1506	19.2424	16.5251	8.6475	13.8783	14.1479	13.2475	7.78974	18.1962	11.3775	6.7862	16.4012	7.00071	11.3216	13.7958	0	8.07624	7.51581	8.42738	
20.5788	19.6863	7.70795	10.062	8.48741	16.527	16.3267	10.8562	19.4283	10.64	21.3742	21.6439	14.1815	15.866	13.3742	7.14112	3.18198	11.2478	12.5754	5.31	8.47366	8.07624	0	4.3671	15.438	
9.88342	17.8379	11.9186	6.50455	10.0048	11.7087	21.9415	10.9867	12.6905	11.4239	11.0834	16.6481	7.4437	13.2311	10.5742	8.65852	1.18512	10.3325	14.3295	5.72053	11.0768	7.51581	4.3671	0	7.71101	
