10
10
3
3
40

6	21
10	1
47	15
18	25
31	42
9	22
22	5
8	17
2	22
20	29

29	47
34	25
27	39
46	33
33	29
28	46
44	28
33	32
35	23
40	39

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

12
15
15
20
13
14
17
19
14
16

0
0
0
0
0
0
0
0
0
0

0

0	5.12764	12.9378	4.29306	8.20602	2.53455	3.3276	2.29274	2.62044	4.92307	11.5677	3.46577	8.84488	6.23606	6.82709	7.78355	7.28306	5.25917	5.8731	11.6121	
5.12764	0	12.5652	7.35829	6.45866	2.59309	4.16054	5.26947	5.68567	5.37166	5.46218	3.52431	7.86808	8.2585	12.1681	7.84209	14.05	8.23591	9.74411	8.99788	
12.9378	12.5652	0	8.73452	8.82502	14.4608	10.7756	11.5794	10.4071	9.64895	8.0416	4.10612	8.55866	4.3067	2.35267	12.2018	6.51033	6.69064	3.34168	4.72079	
4.29306	7.35829	8.73452	0	10.091	3.69299	2.22101	3.25587	1.67262	0.914423	10.6199	6.35641	2.89236	4.64263	6.9003	3.91268	3.04242	2.2587	5.73106	4.36797	
8.20602	6.45866	8.82502	10.091	0	4.0636	8.78182	10.6919	7.98366	9.99294	0.996474	3.13238	3.75169	4.2948	4.88583	4.81879	6.9333	7.23009	3.92523	4.53217	
2.53455	2.59309	14.4608	3.69299	4.0636	0	1.56745	2.60231	3.27401	2.77856	8.05528	0.931216	5.22364	2.09364	2.68467	5.249	4.73214	5.02892	1.73067	9.30874	
3.3276	4.16054	10.7756	2.22101	8.78182	1.56745	0	1.03486	3.89363	3.13544	11.9837	2.49866	4.97284	6.72312	8.42288	5.99316	5.26343	4.00129	9.41189	6.44846	
2.29274	5.26947	11.5794	3.25587	10.6919	2.60231	1.03486	0	3.34418	2.63033	9.59349	4.40875	3.60009	5.35037	7.60804	4.62041	6.25713	2.96643	7.40261	5.07571	
2.62044	5.68567	10.4071	1.67262	7.98366	3.27401	3.89363	3.34418	0	2.58704	8.94731	4.20523	4.89794	6.64822	5.04745	5.91826	4.71504	3.93132	4.05844	6.07436	
4.92307	5.37166	9.64895	0.914423	9.99294	2.77856	3.13544	2.63033	2.58704	0	5.20029	3.70978	2.44507	9.9984	8.65107	5.28619	3.95684	3.07873	8.13535	6.53018	
11.5677	5.46218	8.0416	10.6199	0.996474	8.05528	11.9837	9.59349	8.94731	5.20029	0	4.12885	2.75521	3.73489	5.90382	3.82232	8.04506	3.38887	4.9217	3.5357	
3.46577	3.52431	4.10612	6.35641	3.13238	0.931216	2.49866	4.40875	4.20523	3.70978	4.12885	0	4.73136	1.16242	1.75345	5.75169	3.80092	3.54635	0.799454	2.81538	
8.84488	7.86808	8.55866	2.89236	3.75169	5.22364	4.97284	3.60009	4.89794	2.44507	2.75521	4.73136	0	3.01759	5.27526	2.28764	3.92436	0.633658	7.195	2.74293	
6.23606	8.2585	4.3067	4.64263	4.2948	2.09364	6.72312	5.35037	6.64822	9.9984	3.73489	1.16242	3.01759	0	2.91587	4.03791	4.96334	2.38393	1.96188	4.49321	
6.82709	12.1681	2.35267	6.9003	4.88583	2.68467	8.42288	7.60804	5.04745	8.65107	5.90382	1.75345	5.27526	2.91587	0	6.29558	5.55437	4.4774	0.989009	2.36812	
