10
5
3
3
40

6	21
10	1
47	15
18	25
31	42

29	47
34	25
27	39
46	33
33	29
28	46
44	28
33	32
35	23
40	39

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

12
15
15
20
13
14
17
19
14
16

0
0
0
0
0

0

0	21.008	20.2901	10.4988	20.7046	13.191	23.1388	17.0387	19.3157	25.87	12.6546	34.3219	15.9252	25.9043	30.0035	
21.008	0	13.6511	23.0214	22.1113	31.4815	10.1294	28.0113	21.4126	17.6096	30.1613	11.3836	23.4304	9.32446	12.5879	
20.2901	13.6511	0	19.0365	13.1289	8.63955	5.13165	12.0195	9.0107	7.53701	7.63546	4.0025	10.906	4.32666	10.6613	
10.4988	23.0214	19.0365	0	14.0552	14.7522	12.64	8.15523	25.1873	14.4542	12.5393	17.4646	18.3676	13.445	16.9048	
20.7046	22.1113	13.1289	14.0552	0	9.05409	6.73244	5.9	14.3008	4.33743	6.22797	12.7894	2.95743	7.53743	10.9973	
13.191	31.4815	8.63955	14.7522	9.05409	0	16.0183	5.38815	7.66517	16.7749	1.00409	17.7814	4.27463	16.8233	20.2832	
23.1388	10.1294	5.13165	12.64	6.73244	16.0183	0	12.4265	12.5473	1.81417	8.9981	2.86411	3.19417	0.804984	4.26483	
17.0387	28.0113	12.0195	8.15523	5.9	5.38815	12.4265	0	11.0451	10.6123	4.38406	14.1468	7.6546	14.4226	17.0945	
19.3157	21.4126	9.0107	25.1873	14.3008	7.66517	12.5473	11.0451	0	8.54272	6.66108	5.0082	9.93162	7.06733	8.82469	
25.87	17.6096	7.53701	14.4542	4.33743	16.7749	1.81417	10.6123	8.54272	0	4.65054	3.53452	1.38	2.61915	6.079	
12.6546	30.1613	7.63546	12.5393	6.22797	1.00409	8.9981	4.38406	6.66108	4.65054	0	11.638	3.27054	11.9621	15.4858	
34.3219	11.3836	4.0025	17.4646	12.7894	17.7814	2.86411	14.1468	5.0082	3.53452	11.638	0	4.91452	2.05913	9.36376	
15.9252	23.4304	10.906	18.3676	2.95743	4.27463	3.19417	7.6546	9.93162	1.38	3.27054	4.91452	0	6.53255	9.9924	
25.9043	9.32446	4.32666	13.445	7.53743	16.8233	0.804984	14.4226	7.06733	2.61915	11.9621	2.05913	6.53255	0	5.06982	
30.0035	12.5879	10.6613	16.9048	10.9973	20.2832	4.26483	17.0945	8.82469	6.079	15.4858	9.36376	9.9924	5.06982	0	

0	11.6258	23.4693	3.28877	20.6235	9.43796	18.691	15.1055	23.3819	14.3617	26.6005	24.9653	17.0617	16.2591	26.4971	
11.6258	0	27.9499	14.9145	19.3474	22.8477	20.3907	22.3974	29.9956	18.8424	22.6974	29.4459	21.5424	18.9819	27.7907	
23.4693	27.9499	0	22.5605	17.7885	29.9437	6.56049	10.7867	15.3546	9.10754	23.5759	11.885	10.2374	7.96921	16.4338	
3.28877	14.9145	22.5605	0	9.64954	6.14919	16	11.8168	17.595	17.6505	6.71487	21.3246	19.677	17.4087	21.3068	
20.6235	19.3474	17.7885	9.64954	0	3.50036	7.27617	3.05	8.82821	8.68094	3.35	18.9775	11.3809	10.5783	8.44328	
9.43796	22.8477	29.9437	6.14919	3.50036	0	11.8951	4.45477	13.4472	12.1813	0.565685	25.0826	13.3505	22.7335	11.9436	
18.691	20.3907	6.56049	16	7.27617	11.8951	0	4.22617	8.2404	3.30609	8.11526	5.32456	3.67696	1.40872	9.31967	
15.1055	22.3974	10.7867	11.8168	3.05	4.45477	4.22617	0	5.77821	8.55543	3.88909	9.55072	7.90312	5.63489	9.49	
23.3819	29.9956	15.3546	17.595	8.82821	13.4472	8.2404	5.77821	0	7.26344	9.6673	8.1316	4.56344	7.60589	10.2062	
14.3617	18.8424	9.10754	17.6505	8.68094	12.1813	3.30609	8.55543	7.26344	0	12.0309	9.65382	2.7	1.89737	8.34271	
26.6005	22.6974	23.5759	6.71487	3.35	0.565685	8.11526	3.88909	9.6673	12.0309	0	20.2758	12.7848	15.8273	11.7933	
24.9653	29.4459	11.885	21.3246	18.9775	25.0826	5.32456	9.55072	8.1316	9.65382	20.2758	0	7.49101	6.73328	10.5342	
17.0617	21.5424	10.2374	19.677	11.3809	13.3505	3.67696	7.90312	4.56344	2.7	12.7848	7.49101	0	3.04245	5.64271	
16.2591	18.9819	7.96921	17.4087	10.5783	22.7335	1.40872	5.63489	7.60589	1.89737	15.8273	6.73328	3.04245	0	8.68516	
26.4971	27.7907	16.4338	21.3068	8.44328	11.9436	9.31967	9.49	10.2062	8.34271	11.7933	10.5342	5.64271	8.68516	0	

0	10.8099	9.94481	16.4438	18.3348	16.4798	11.8959	19.3082	14.1747	13.0956	15.9848	20.8452	24.7815	10.7555	25.8422	
10.8099	0	20.7547	25.0917	20.4348	29.144	16.2917	18.3169	21.2171	22.4352	21.6403	13.8933	22.7971	17.4321	21.4369	
9.94481	20.7547	0	15.3605	10.7035	20.8916	6.56049	15.4677	13.3705	12.2914	13.1126	20.041	13.0659	7.70088	17.3749	
16.4438	25.0917	15.3605	0	12.943	25.9117	8.8	11.151	12.149	11.0699	14.4744	17.0121	15.3054	8.72979	14.271	
18.3348	20.4348	10.7035	12.943	0	2.84497	4.14304	2.6	9.23312	9.26082	2.35	9.68696	8.03953	5.28344	5.72	
16.4798	29.144	20.8916	25.9117	2.84497	0	7.04707	3.81838	7.37809	7.40579	0.494975	13.2591	16.9982	20.4104	7.75284	
11.8959	16.2917	6.56049	8.8	4.14304	7.04707	0	6.74304	4.55959	3.48048	6.49304	11.2301	6.50538	1.14039	10.8144	
19.3082	18.3169	15.4677	11.151	2.6	3.81838	6.74304	0	10.2065	8.79953	3.3234	7.08696	5.43953	11.553	3.12	
14.1747	21.2171	13.3705	12.149	9.23312	7.37809	4.55959	10.2065	0	5.75928	6.88312	7.32382	12.6473	3.4192	10.4369	
13.0956	22.4352	12.2914	11.0699	9.26082	7.40579	3.48048	8.79953	5.75928	0	6.91082	12.4298	3.36	2.34009	10.9859	
15.9848	21.6403	13.1126	14.4744	2.35	0.494975	6.49304	3.3234	6.88312	6.91082	0	10.4104	8.76293	7.69249	6.4434	
20.8452	13.8933	20.041	17.0121	9.68696	13.2591	11.2301	7.08696	7.32382	12.4298	10.4104	0	12.5265	10.0897	10.207	
24.7815	22.7971	13.0659	15.3054	8.03953	16.9982	6.50538	5.43953	12.6473	3.36	8.76293	12.5265	0	5.70009	8.55953	
10.7555	17.4321	7.70088	8.72979	5.28344	20.4104	1.14039	11.553	3.4192	2.34009	7.69249	10.0897	5.70009	0	11.9548	
