10
5
2
2
30

6	25
1	50
11	25
47	42
3	33

40	12
50	19
49	12
45	9
11	8
25	5
17	28
33	35
2	41
7	15

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

13
15
11
18
13
13
19
18
19
14

0
0
0
0
0

0

0	16.3372	2.84346	10.5452	8.6457	9.29049	7.11924	8.21093	13.6812	6.02218	12.1972	5.76123	3.20121	11.6411	3.52892	
16.3372	0	12.0867	16.0262	8.15081	9.01512	9.67639	10.7681	15.878	14.2895	12.1496	10.8087	12.2211	3.28909	14.1792	
2.84346	12.0867	0	13.2462	3.35986	6.44703	8.02591	6.93422	10.8377	8.86564	5.70546	2.91777	6.04467	8.79762	0.685456	
10.5452	16.0262	13.2462	0	9.78641	9.27132	6.34978	7.44147	2.40846	4.52306	10.6981	13.6577	22.6443	16.0516	20.9092	
8.6457	8.15081	3.35986	9.78641	0	12.2493	3.43663	4.52832	11.0473	18.4266	3.22979	0.442095	5.35524	4.86172	6.4877	
9.29049	9.01512	6.44703	9.27132	12.2493	0	5.49496	4.40327	6.86285	5.27442	3.1345	5.9222	15.8519	12.3042	7.13249	
7.11924	9.67639	8.02591	6.34978	3.43663	5.49496	0	1.09169	7.6107	7.18128	5.75727	3.87872	10.3205	8.29834	8.51036	
8.21093	10.7681	6.93422	7.44147	4.52832	4.40327	1.09169	0	8.70239	6.0896	4.66559	7.45328	16.3391	15.1086	7.41867	
13.6812	15.878	10.8377	2.40846	11.0473	6.86285	7.6107	8.70239	0	6.93153	9.99735	13.1991	20.2358	13.6432	11.5232	
6.02218	14.2895	8.86564	4.52306	18.4266	5.27442	7.18128	6.0896	6.93153	0	6.17502	8.96271	9.22339	21.422	11.3136	
12.1972	12.1496	5.70546	10.6981	3.22979	3.1345	5.75727	4.66559	9.99735	6.17502	0	2.78769	7.70084	22.9829	12.0843	
5.76123	10.8087	2.91777	13.6577	0.442095	5.9222	3.87872	7.45328	13.1991	8.96271	2.78769	0	4.91315	5.30381	3.60322	
3.20121	12.2211	6.04467	22.6443	5.35524	15.8519	10.3205	16.3391	20.2358	9.22339	7.70084	4.91315	0	8.93201	8.4926	
11.6411	3.28909	8.79762	16.0516	4.86172	12.3042	8.29834	15.1086	13.6432	21.422	22.9829	5.30381	8.93201	0	9.48308	
3.52892	14.1792	0.685456	20.9092	6.4877	7.13249	8.51036	7.41867	11.5232	11.3136	12.0843	3.60322	8.4926	9.48308	0	

0	4.22991	3.46216	6.73634	1.52431	13.0348	8.64098	11.7324	9.54754	5.32166	7.09121	9.87279	10.1015	3.06591	2.74494	
4.22991	0	6.44464	12.4412	2.7056	18.7397	9.82227	22.0088	23.4053	16.8048	19.7434	14.4493	15.8064	4.2472	13.0239	
