10
10
3
3
50

6	7
19	44
37	23
35	6
5	8
20	35
8	31
29	43
18	39
19	47

26	20
20	33
15	46
20	26
17	19
15	12
5	30
13	40
38	5
9	40

70

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

16
18
15
11
18
16
15
15
15
16

0
0
0
0
0
0
0
0
0
0

0

0	16.9408	24.7233	12.1872	2.26274	15.7502	18.5342	19.6868	11.2781	13.5355	11.0948	14.3442	20.5074	5.6642	13.5846	12.4946	21.3436	15.1023	13.6852	15.1719	
16.9408	0	13.2761	25.4909	14.678	7.42542	10.4219	3.81895	6.01684	5.13	13.4029	7.85504	5.45601	15.5039	15.5722	11.9321	10.739	4.90355	17.2087	3.66191	
24.7233	13.2761	0	18.1443	25.6817	10.1726	7.82164	13.1087	17.7373	14.5465	14.2522	9.07262	12.7875	17.7526	13.6543	17.4916	10.3515	18.1797	16.5855	16.9381	
12.1872	25.4909	18.1443	0	14.45	12.1356	12.1345	24.739	20.3827	23.6898	6.15803	25.6666	13.7765	10.0449	18.5639	24.8509	9.60469	25.1002	2.02386	18.0055	
2.26274	14.678	25.6817	14.45	0	18.8844	17.86	18.497	13.5408	19.808	25.4363	17.7844	20.134	7.92695	16.2743	10.2318	19.14	19.5816	28.8744	18.34	
15.7502	7.42542	10.1726	12.1356	18.8844	0	7.90569	5.13609	4.47214	3.25123	5.97753	1.1	8.94112	9.78	5.6817	9.51894	5.37587	8.2964	14.4297	7.15733	
18.5342	10.4219	7.82164	12.1345	17.86	7.90569	0	8.94911	17.9287	10.6558	7.80516	10.949	4.96588	12.87	15.5307	19.3679	2.52982	11.6067	16.2573	10.9307	
19.6868	3.81895	13.1087	24.739	18.497	5.13609	8.94911	0	9.8358	8.94895	16.7543	4.03609	9.27496	12.7161	8.61779	12.455	11.4789	8.7225	23.7796	7.48086	
11.2781	6.01684	17.7373	20.3827	13.5408	4.47214	17.9287	9.8358	0	2.25743	10.4497	5.57214	7.94732	12.9796	13.2463	10.5948	9.84801	3.82426	19.7231	3.89382	
13.5355	5.13	14.5465	23.6898	19.808	3.25123	10.6558	8.94895	2.25743	0	9.22876	4.35123	5.68989	10.7221	10.0556	12.8522	8.6271	5.90051	17.4425	3.9061	
11.0948	13.4029	14.2522	6.15803	25.4363	5.97753	7.80516	16.7543	10.4497	9.22876	0	7.07753	12.771	5.43058	12.4059	18.4484	10.335	16.3873	8.18188	18.1185	
14.3442	7.85504	9.07262	25.6666	17.7844	1.1	10.949	4.03609	5.57214	4.35123	7.07753	0	9.33202	8.68	4.5817	8.41894	6.47587	11.3744	16.701	9.38001	
20.5074	5.45601	12.7875	13.7765	20.134	8.94112	4.96588	9.27496	7.94732	5.68989	12.771	9.33202	0	14.8432	13.9137	17.3881	5.28303	6.64078	11.7527	9.11792	
5.6642	15.5039	17.7526	10.0449	7.92695	9.78	12.87	12.7161	12.9796	10.7221	5.43058	8.68	14.8432	0	7.9204	13.9629	15.3998	10.9567	8.021	14.0656	
13.5846	15.5722	13.6543	18.5639	16.2743	5.6817	15.5307	8.61779	13.2463	10.0556	12.4059	4.5817	13.9137	7.9204	0	6.04249	16.7672	17.55	15.9414	11.9103	
12.4946	11.9321	17.4916	24.8509	10.2318	9.51894	19.3679	12.455	10.5948	12.8522	18.4484	8.41894	17.3881	13.9629	6.04249	0	21.0005	14.4191	30.3179	12.5997	
21.3436	10.739	10.3515	9.60469	19.14	5.37587	2.52982	11.4789	9.84801	8.6271	10.335	6.47587	5.28303	15.3998	16.7672	21.0005	0	11.9238	11.6285	8.40086	
15.1023	4.90355	18.1797	25.1002	19.5816	8.2964	11.6067	8.7225	3.82426	5.90051	16.3873	11.3744	6.64078	10.9567	17.55	14.4191	11.9238	0	18.3934	6.12	
