10
10
2
2
30

6	25
1	50
11	25
47	42
3	33
22	35
37	29
8	32
40	14
47	10

40	12
50	19
49	12
45	9
11	8
25	5
17	28
33	35
2	41
7	15

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

13
15
11
18
13
13
19
18
19
14

0
0
0
0
0
0
0
0
0
0

0

0	8.70928	6.83041	9.35352	5.86253	17.3294	6.77249	7.53122	6.76968	12.4767	11.0889	11.4847	9.52386	14.3046	9.51474	17.3167	4.88381	9.52162	1.83787	3.25111	
8.70928	0	7.05347	5.91027	6.35764	11.0397	12.8313	7.41388	7.93161	5.77957	8.20705	10.5907	8.81088	8.94169	16.8893	8.2525	5.14362	4.44825	9.60611	6.77632	
6.83041	7.05347	0	3.076	4.05457	9.10062	3.59638	2.99834	4.5339	4.02252	4.25847	7.69439	5.2721	5.14693	9.39799	6.49545	1.90984	2.6912	8.13955	3.54254	
9.35352	5.91027	3.076	0	7.19089	6.02462	0.520375	6.07434	5.42007	2.79334	7.27533	10.3786	5.06137	10.5502	5.46069	5.26627	4.98584	1.46202	5.45499	8.24713	
5.86253	6.35764	4.05457	7.19089	0	8.9986	8.95927	1.05624	6.73638	12.1551	8.37336	8.17252	9.6941	3.20483	13.5129	13.8083	6.02473	6.80609	4.02466	9.28602	
17.3294	11.0397	9.10062	6.02462	8.9986	0	6.54499	10.0332	8.89468	9.90887	10.6689	14.8063	8.24531	7.8846	7.81465	4.80975	8.75974	7.48664	13.0233	10.3924	
6.77249	12.8313	3.59638	0.520375	8.95927	6.54499	0	10.5798	4.78243	3.64351	5.17513	7.5588	4.541	4.90171	4.94032	12.7422	14.5925	1.9824	4.93462	8.41827	
7.53122	7.41388	2.99834	6.07434	1.05624	10.0332	10.5798	0	3.15867	6.7863	4.93293	7.11628	2.5093	2.14859	12.3963	11.6254	4.90818	5.68954	5.08089	7.57909	
6.76968	7.93161	4.5339	5.42007	6.73638	8.89468	4.78243	3.15867	0	1.13891	0.275437	2.65911	0.879271	1.01008	8.95767	7.60014	5.15127	2.47023	9.83431	3.51857	
12.4767	5.77957	4.02252	2.79334	12.1551	9.90887	3.64351	6.7863	1.13891	0	1.41435	3.79802	2.01819	2.14899	8.58383	5.13556	14.1113	1.33132	8.57813	4.65749	
11.0889	8.20705	4.25847	7.27533	8.37336	10.6689	5.17513	4.93293	0.275437	1.41435	0	2.93455	1.01364	1.28552	9.23311	7.3247	6.16831	4.806	11.7315	3.79401	
11.4847	10.5907	7.69439	10.3786	8.17252	14.8063	7.5588	7.11628	2.65911	3.79802	2.93455	0	3.53838	3.66919	11.6168	9.99658	9.24082	9.24923	9.64687	6.17768	
9.52386	8.81088	5.2721	5.06137	9.6941	8.24531	4.541	2.5093	0.879271	2.01819	1.01364	3.53838	0	0.360712	9.48131	8.33834	7.90545	6.23882	9.47561	4.39784	
14.3046	8.94169	5.14693	10.5502	3.20483	7.8846	4.90171	2.14859	1.01008	2.14899	1.28552	3.66919	0.360712	0	9.96775	10.109	8.09498	5.96903	7.84193	4.52865	
9.51474	16.8893	9.39799	5.46069	13.5129	7.81465	4.94032	12.3963	8.95767	8.58383	9.23311	11.6168	9.48131	9.96775	0	7.80192	11.3078	11.6062	9.87493	10.0863	
17.3167	8.2525	6.49545	5.26627	13.8083	4.80975	12.7422	11.6254	7.60014	5.13556	7.3247	9.99658	8.33834	10.109	7.80192	0	5.67904	3.80425	18.919	7.31174	
4.88381	5.14362	1.90984	4.98584	6.02473	8.75974	14.5925	4.90818	5.15127	14.1113	6.16831	9.24082	7.90545	8.09498	11.3078	5.67904	0	4.60104	11.4538	1.6327	
9.52162	4.44825	2.6912	1.46202	6.80609	7.48664	1.9824	5.68954	2.47023	1.33132	4.806	9.24923	6.23882	5.96903	11.6062	3.80425	4.60104	0	12.2352	7.86233	
1.83787	9.60611	8.13955	5.45499	4.02466	13.0233	4.93462	5.08089	9.83431	8.57813	11.7315	9.64687	9.47561	7.84193	9.87493	18.919	11.4538	12.2352	0	5.08898	
3.25111	6.77632	3.54254	8.24713	9.28602	10.3924	8.41827	7.57909	3.51857	4.65749	3.79401	6.17768	4.39784	4.52865	10.0863	7.31174	1.6327	7.86233	5.08898	0	

0	5.04303	1.75909	15.7059	4.70205	5.60999	4.39844	2.20643	8.51228	13.1533	9.87946	4.90583	8.97529	5.53156	9.0495	13.4814	3.69649	7.25078	3.72284	4.37139	
5.04303	0	6.80211	13.7266	10.1891	12.0839	13.1204	2.3292	13.616	5.48545	12.9912	4.84376	13.3405	14.0572	13.8451	19.9954	15.5928	11.7699	0.812788	9.51644	
1.75909	6.80211	0	12.3154	2.94296	3.8509	7.13971	3.96552	5.3223	5.23742	6.66288	8.94909	7.2162	3.77248	7.18839	11.6203	3.14869	5.4917	11.3388	2.61231	
15.7059	13.7266	12.3154	0	9.37242	16.4562	9.0858	7.54543	11.8742	8.47641	8.95666	4.84604	14.6985	10.0227	26.7419	21.1643	14.455	11.3808	8.877	13.4605	
4.70205	10.1891	2.94296	9.37242	0	6.79387	9.74402	7.55201	8.55522	6.81985	13.8048	10.2514	8.59156	6.71544	8.66415	11.7919	6.09165	8.43466	9.06842	4.08806	
5.60999	12.0839	3.8509	16.4562	6.79387	0	8.45738	9.24732	1.4714	6.19229	4.90739	8.49956	5.02331	3.46285	8.20599	7.85179	6.42722	7.69397	14.2746	3.6299	
4.39844	13.1204	7.13971	9.0858	9.74402	8.45738	0	2.19201	4.11701	7.87014	0.68102	4.23977	8.97042	3.57142	10.4509	8.53919	3.68207	6.87775	3.70841	6.90753	
2.20643	2.3292	3.96552	7.54543	7.55201	9.24732	2.19201	0	6.44588	3.98721	2.87303	2.69939	12.5519	5.05582	12.8064	10.7312	1.49006	6.24514	1.51641	6.67985	
8.51228	13.616	5.3223	11.8742	8.55522	1.4714	4.11701	6.44588	0	3.4564	3.43599	7.02816	3.55191	1.99145	13.2058	6.3804	4.95582	9.16536	9.54758	5.1013	
13.1533	5.48545	5.23742	8.47641	6.81985	6.19229	7.87014	3.98721	3.4564	0	4.35535	3.63038	1.77171	1.46495	17.705	11.2553	2.49715	7.25223	4.67266	10.9079	
