20
5
2
3
20

6	11
10	43
1	33
14	23
27	48

12	21
1	2
11	28
2	10
14	5
10	12
23	24
24	11
8	30
11	27
29	42
26	47
30	36
37	28
31	27
42	35
42	47
41	23
36	45
43	34

150

1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308
1.79769e+308

11
15
11
14
17
13
14
15
13
17
16
18
12
19
18
15
16
14
20
14

0
0
0
0
0

0
																								
0	16.4448	6.31709	4.61511	13.8428	5.36448	2.16208	5.35687	3.38095	7.90577	2.02032	9.81116	14.76	4.20309	7.55478	13.47	13.7023	12.8623	21.9705	8.2826	15.8864	10.1823	15.8293	16.1907	12.0876
16.4448	0	14.2844	10.7712	23.8623	14.3479	22.203	6.99124	13.273	25.7766	16.2945	13.5828	18.127	9.12293	5.77124	13.7139	13.1947	14.8327	21.4628	15.4972	17.9547	9.67471	17.5748	15.683	16.9762
6.31709	14.2844	0	6.7245	17.7983	10.3732	8.47917	8.41548	9.69803	17.6171	8.33741	15.8704	21.0771	10.5202	8.51319	16.4701	17.0132	20.1806	25.3492	10.392	17.9958	16.4994	20.3167	18.0694	15.0989
4.61511	10.7712	6.7245	0	8.15678	3.64867	6.77719	1.69098	7.99605	11.2696	5.38416	8.09536	15.4044	2.84475	2.91098	11.7542	13.5	10.2779	11.3318	3.66749	9.633	14.7974	14.1135	14.5098	8.37435
13.8428	23.8623	17.7983	8.15678	0	9.43371	14.5112	18.0314	10.4618	11.2305	17.116	6.64078	10.1203	14.927	10.791	1.32816	2.29103	5.03864	8.72067	4.48929	5.95483	5.36739	12.4573	2.92747	7.21348
5.36448	14.3479	10.3732	3.64867	9.43371	0	7.52656	5.33965	8.74542	9.67471	7.3848	4.44668	10.7051	7.52088	8.5767	8.10555	16.2764	7.49784	14.3011	7.31616	7.98174	12.1448	10.4648	9.70487	6.72309
2.16208	22.203	8.47917	6.77719	14.5112	7.52656	0	12.0642	5.54303	13.4621	4.1824	13.6676	15.0659	6.36518	15.3732	13.1831	19.728	15.6407	22.444	14.0407	21.6446	12.3444	19.6857	14.7824	15.944
5.35687	6.99124	8.41548	1.69098	18.0314	5.33965	12.0642	0	8.7218	15.0232	7.07514	10.8369	18.6546	1.15378	1.22	15.9544	9.72	13.9237	15.2594	5.35847	9.72364	15.7665	13.0235	17.8526	8.46499
3.38095	13.273	9.69803	7.99605	10.4618	8.74542	5.54303	8.7218	0	14.6809	5.40127	17.5288	18.1409	7.58404	7.5018	11.79	12.7529	17.8235	19.1825	14.9511	16.4167	13.5633	13.5662	23.9433	19.8052
7.90577	25.7766	17.6171	11.2696	11.2305	9.67471	13.4621	15.0232	14.6809	0	5.88545	12.1938	17.7261	15.5031	16.2966	12.5587	13.5216	17.1725	19.9512	15.7198	17.1854	17.1624	20.1395	20.5359	16.3978
2.02032	16.2945	8.33741	5.38416	17.116	7.3848	4.1824	7.07514	5.40127	5.88545	0	14.5301	16.7803	6.22342	10.3578	20.1737	19.0233	20.0364	29.4229	9.05165	16.6555	12.2027	22.3268	23.3997	13.7585
9.81116	13.5828	15.8704	8.09536	6.64078	4.44668	13.6676	10.8369	17.5288	12.1938	14.5301	0	6.25843	10.9857	13.0234	5.31263	15.8083	9.02311	17.9091	11.6198	20.4173	9.35186	14.9115	6.91194	11.1698
14.76	18.127	21.0771	15.4044	10.1203	10.7051	15.0659	18.6546	18.1409	17.7261	16.7803	6.25843	0	17.2442	21.5964	8.79218	11.9723	12.5027	20.2405	17.8783	16.7323	8.45234	21.4329	10.3915	15.7538
4.20309	9.12293	10.5202	2.84475	14.927	7.52088	6.36518	1.15378	7.58404	15.5031	6.22342	10.9857	17.2442	0	2.37378	15.9846	11.8517	12.77	18.102	7.5397	13.2304	14.3854	15.1552	18.7402	9.61876
7.55478	5.77124	8.51319	2.91098	10.791	8.5767	15.3732	1.22	7.5018	16.2966	10.3578	13.0234	21.5964	2.37378	0	16.6822	8.5	16.0609	20.0636	8.66749	13.2966	12.02	11.8035	18.2901	9.68499
13.47	13.7139	16.4701	11.7542	1.32816	8.10555	13.1831	15.9544	11.79	12.5587	20.1737	5.31263	8.79218	15.9846	16.6822	0	3.61918	3.71049	10.0488	5.81744	7.28299	4.03923	7.96783	1.59931	10.987
13.7023	13.1947	17.0132	13.5	2.29103	16.2764	19.728	9.72	12.7529	13.5216	19.0233	15.8083	11.9723	11.8517	8.5	3.61918	0	8.77852	11.0117	6.78031	8.24586	3.52	13.0359	9.52833	9.63042
12.8623	14.8327	20.1806	10.2779	5.03864	7.49784	15.6407	13.9237	17.8235	17.1725	20.0364	9.02311	12.5027	12.77	16.0609	3.71049	8.77852	0	6.80329	6.61043	9.98615	7.74972	4.25735	5.3098	13.8724
21.9705	21.4628	25.3492	11.3318	8.72067	14.3011	22.444	15.2594	19.1825	19.9512	29.4229	17.9091	20.2405	18.102	20.0636	10.0488	11.0117	6.80329	0	7.66428	3.18286	11.4629	8.26003	17.4487	4.44151
8.2826	15.4972	10.392	3.66749	4.48929	7.31616	14.0407	5.35847	14.9511	15.7198	9.05165	11.6198	17.8783	7.5397	8.66749	5.81744	6.78031	6.61043	7.66428	0	10.4441	16.0521	10.4472	21.4707	12.0418
15.8864	17.9547	17.9958	9.633	5.95483	7.98174	21.6446	9.72364	16.4167	17.1854	16.6555	20.4173	16.7323	13.2304	13.2966	7.28299	8.24586	9.98615	3.18286	10.4441	0	8.28	6.50246	10.6463	1.25865
10.1823	9.67471	16.4994	14.7974	5.36739	12.1448	12.3444	15.7665	13.5633	17.1624	12.2027	9.35186	8.45234	14.3854	12.02	4.03923	3.52	7.74972	11.4629	16.0521	8.28	0	13.6991	5.63854	7.30151
15.8293	17.5748	20.3167	14.1135	12.4573	10.4648	19.6857	13.0235	13.5662	20.1395	22.3268	14.9115	21.4329	15.1552	11.8035	7.96783	13.0359	4.25735	8.26003	10.4472	6.50246	13.6991	0	12.4086	7.76111
16.1907	15.683	18.0694	14.5098	2.92747	9.70487	14.7824	17.8526	23.9433	20.5359	23.3997	6.91194	10.3915	18.7402	18.2901	1.59931	9.52833	5.3098	17.4487	21.4707	10.6463	5.63854	12.4086	0	9.38765
12.0876	16.9762	15.0989	8.37435	7.21348	6.72309	15.944	8.46499	19.8052	16.3978	13.7585	11.1698	15.7538	9.61876	9.68499	10.987	9.63042	13.8724	4.44151	12.0418	1.25865	7.30151	7.76111	9.38765	0
																								
0	21.4251	25.2684	15.727	16.5922	14.2275	11.4281	11.172	0.865852	4.2	2.51509	13.9901	18.3109	7.94833	11.0841	19.6921	17.2145	17.286	19.3638	9.74105	17.3066	12.7279	22.4845	18.5465	17.9829
21.4251	0	9.68661	10.6977	14.3532	9.0572	29.6652	7.66698	19.6079	26.7743	12.9304	14.4406	17.6814	7.49718	9.30698	17.7578	14.1835	18.2801	17.027	18.7445	16.8833	20.8176	14.7567	18.5507	18.4462
25.2684	9.68661	0	15.7371	14.3757	15.6981	30.8886	8.27345	17.8782	19.6808	13.4298	4.75395	17.01	7.99656	9.91345	16.2655	13.7535	13.4112	17.6335	10.0512	9.03073	17.9693	14.2086	12.8792	10.2469
15.727	10.6977	15.7371	0	8.73518	1.64049	27.7038	7.46362	14.8611	21.96	13.2263	11.0476	11.403	9.30245	8.05	14.1743	9.35744	22.0252	16.8236	16.3449	14.7733	15.1995	20.4589	16.2352	21.3335
16.5922	14.3532	14.3757	8.73518	0	9.18585	28.0203	8.12656	17.458	15.4737	19.1073	14.0753	20.1381	8.29749	10.8723	5.43912	0.622254	4.7189	10.5095	13.1251	12.6739	6.46432	16.6565	11.7602	13.3401
14.2275	9.0572	15.6981	1.64049	9.18585	0	25.6557	7.42462	15.0934	18.4275	12.1698	12.0859	13.0435	8.76548	8.5767	14.9193	8.5636	12.6602	16.7846	17.3831	15.3	20.4133	20.9855	14.5947	22.0462
11.4281	29.6652	30.8886	27.7038	28.0203	25.6557	0	24.4914	12.294	9.73941	13.9432	18.5747	16.3008	21.9812	25.1169	24.0631	24.5908	21.4273	15.893	13.2774	20.0864	23.5606	14.9086	17.742	18.5981
11.172	7.66698	8.27345	7.46362	8.12656	7.42462	24.4914	0	12.78	20.1859	7.27206	13.0274	12.023	1.83883	1.64	9.13784	7.50431	11.601	9.36	11.214	8.36328	16.7023	14.0489	10.8837	10.4326
0.865852	19.6079	17.8782	14.8611	17.458	15.0934	12.294	12.78	0	5.06585	3.38095	13.1242	20.2641	9.55634	12.6921	26.3628	19.786	26.5109	18.4979	11.3491	18.1725	13.5938	24.6449	21.47	19.5909
4.2	26.7743	19.6808	21.96	15.4737	18.4275	9.73941	20.1859	5.06585	0	6.71509	14.9269	14.1109	16.9623	20.098	21.2072	14.8514	18.9481	31.6349	18.755	21.5066	16.9279	24.648	25.5471	25.1491
2.51509	12.9304	13.4298	13.2263	19.1073	12.1698	13.9432	7.27206	3.38095	6.71509	0	12.5232	15.6174	5.43323	8.56898	16.0668	13.1085	15.3758	9.84154	7.22595	15.2923	15.243	19.1573	19.5405	15.4678
13.9901	14.4406	4.75395	11.0476	14.0753	12.0859	18.5747	13.0274	13.1242	14.9269	12.5232	0	12.2561	12.7505	16.3275	16.9413	13.453	13.4471	7.91287	5.29728	11.5021	16.4388	13.9754	10.6202	10.2859
18.3109	17.6814	17.01	11.403	20.1381	13.0435	16.3008	12.023	20.2641	14.1109	15.6174	12.2561	0	10.1842	14.9086	18.9392	17.8594	16.8255	14.6659	12.0503	12.2544	24.3373	14.7277	22.8763	11.0382
7.94833	7.49718	7.99656	9.30245	8.29749	8.76548	21.9812	1.83883	9.55634	16.9623	5.43323	12.7505	10.1842	0	3.47883	14.031	7.67524	11.7719	11.1988	12.6592	10.3097	20.4304	15.4876	12.7225	11.5259
11.0841	9.30698	9.91345	8.05	10.8723	8.5767	25.1169	1.64	12.6921	20.098	8.56898	16.3275	14.9086	3.47883	0	7.49784	9.14431	13.3373	11	12.854	6.72328	14.462	11.9012	10.5717	7.9395
19.6921	17.7578	16.2655	14.1743	5.43912	14.9193	24.0631	9.13784	26.3628	21.2072	16.0668	16.9413	18.9392	14.031	7.49784	0	6.06137	5.83945	14.4499	13.9893	7.23476	6.96419	11.5905	6.32109	7.90101
17.2145	14.1835	13.7535	9.35744	0.622254	8.5636	24.5908	7.50431	19.786	14.8514	13.1085	13.453	17.8594	7.67524	9.14431	6.06137	0	4.09664	11.1318	12.2465	13.5905	7.08657	17.1721	11.0193	9.88394
17.286	18.2801	13.4112	22.0252	4.7189	12.6602	21.4273	11.601	26.5109	18.9481	15.3758	13.4471	16.8255	11.7719	13.3373	5.83945	4.09664	0	8.61042	8.14985	7.00352	4.55807	9.47681	6.92266	5.7873
19.3638	17.027	17.6335	16.8236	10.5095	16.7846	15.893	9.36	18.4979	31.6349	9.84154	7.91287	14.6659	11.1988	11	14.4499	11.1318	8.61042	0	2.61559	11.0485	13.1685	6.147	15.0315	9.83651
9.74105	18.7445	10.0512	16.3449	13.1251	17.3831	13.2774	11.214	11.3491	18.755	7.22595	5.29728	12.0503	12.6592	12.854	13.9893	12.2465	8.14985	2.61559	0	8.43291	12.7079	8.76259	12.2813	9.64914
17.3066	16.8833	9.03073	14.7733	12.6739	15.3	20.0864	8.36328	18.1725	21.5066	15.2923	11.5021	12.2544	10.3097	6.72328	7.23476	13.5905	7.00352	11.0485	8.43291	0	9.66702	4.90574	3.84843	1.21622
12.7279	20.8176	17.9693	15.1995	6.46432	20.4133	23.5606	16.7023	13.5938	16.9279	15.243	16.4388	24.3373	20.4304	14.462	6.96419	7.08657	4.55807	13.1685	12.7079	9.66702	0	15.5198	5.81859	10.3454
22.4845	14.7567	14.2086	20.4589	16.6565	20.9855	14.9086	14.0489	24.6449	24.648	19.1573	13.9754	14.7277	15.4876	11.9012	11.5905	17.1721	9.47681	6.147	8.76259	4.90574	15.5198	0	9.02631	3.68951
18.5465	18.5507	12.8792	16.2352	11.7602	14.5947	17.742	10.8837	21.47	25.5471	19.5405	10.6202	22.8763	12.7225	10.5717	6.32109	11.0193	6.92266	15.0315	12.2813	3.84843	5.81859	9.02631	0	5.06465
17.9829	18.4462	10.2469	21.3335	13.3401	22.0462	18.5981	10.4326	19.5909	25.1491	15.4678	10.2859	11.0382	11.5259	7.9395	7.90101	9.88394	5.7873	9.83651	9.64914	1.21622	10.3454	3.68951	5.06465	0
																								
0	10.1644	14.2709	15.9442	19.9668	13.0613	8.13216	6.55642	3.13356	9	5.23634	11.3425	7.92	7.89047	7.13642	17.9833	22.46	14.3475	12.4142	14.2475	13.118	22.8968	24.813	16.7761	21.9414
10.1644	0	11.3224	7.13863	18.3401	5.96449	11.4531	3.60799	15.7107	21.5771	14.9996	9.95511	20.2598	4.94205	4.18799	16.4039	17.1521	26.2851	14.008	12.3059	13.4599	10.3197	19.928	13.6717	20.4896
14.2709	11.3224	0	17.1023	17.2337	10.8838	19.2721	7.71443	14.2735	21.1635	19.1006	6.89322	13.944	9.04849	8.29443	13.534	16.0457	13.5616	9.44985	9.79818	12.8048	21.482	17.6458	12.3268	18.2972
15.9442	7.13863	17.1023	0	13.7994	4.07294	9.56156	8.78	16.6303	22.4507	13.1081	8.06355	13.1212	9.86491	8.2	18.6397	12.6114	19.5487	17.6154	15.1997	19.2398	17.4583	25.3814	16.2095	25.2587
19.9668	18.3401	17.2337	13.7994	0	16.9878	21.7792	18.1331	20.9151	26.3487	14.7305	14.541	15.3334	20.1846	17.1169	10.7517	1.18794	8.90591	15.4584	15.3918	15.4826	12.4594	17.4934	5.26716	17.8302
13.0613	5.96449	10.8838	4.07294	16.9878	0	5.48862	6.2978	10.4872	22.0613	9.03515	3.99061	17.1942	11.106	5.7178	10.6314	16.6844	10.659	20.0198	6.89558	16.9168	16.2842	18.0523	9.42421	15.3946
8.13216	11.4531	19.2721	9.56156	21.7792	5.48862	0	16.955	4.9986	11.8886	11.1833	9.47924	18.3186	21.1483	11.2064	28.5131	20.5913	26.68	16.5126	19.2784	13.1577	16.6377	23.5135	24.6705	15.5053
6.55642	3.60799	7.71443	8.78	18.1331	6.2978	16.955	0	9.68998	15.5564	11.7928	12.4813	14.4764	1.33405	0.58	10.7669	16.9452	22.6771	10.4	6.66886	9.85195	13.332	18.596	8.58952	12.1995
3.13356	15.7107	14.2735	16.6303	20.9151	10.4872	4.9986	9.68998	0	6.89	6.18466	14.4761	11.0536	24.7832	18.3616	32.1074	25.5899	24.3328	17.1693	23.0157	14.0663	30.1895	31.2536	26.8375	28.8375
9	21.5771	21.1635	22.4507	26.3487	22.0613	11.8886	15.5564	6.89	0	13.0747	19.0306	9.32952	21.4605	18.207	25.1679	28.7963	15.757	13.8237	16.1257	21.9906	26.8536	28.0573	21.2278	20.5713
5.23634	14.9996	19.1006	13.1081	14.7305	9.03515	11.1833	11.7928	6.18466	13.0747	0	12.2073	13.1563	17.5651	12.177	18.8481	15.9184	18.8757	10.9846	14.0023	7.88162	11.3616	18.2374	17.6409	10.2292
